element_type,osmid,highway,geometry,name,name:de,name:en,name:ru,wikidata,wikipedia,width,alt_name,maxspeed,fixme,nodes,admin_level,boundary,lanes,lanes:forward,lit,name:uk,surface,omkum:old_name,cycleway,cycleway:both,bridge,layer,sidewalk,waterway,smoothness,bridge:name,name:ca,name:cs,name:da,name:et,name:fr,name:it,name:no,name:sr,cycleway:left,maxheight,cycleway:lane,ways,description,official_status,type,addr:country,addr:region
relation,1250618,,"POLYGON ((37.6250885 55.8574115, 37.6252109 55.8573917, 37.6257152 55.8572605, 37.625915 55.8572096, 37.6270714 55.8569896, 37.6286813 55.8568985, 37.6292322 55.8568848, 37.6307842 55.8569752, 37.6309448 55.8571821, 37.6311287 55.8574339, 37.6311589 55.8574815, 37.6312144 55.8574935, 37.6312949 55.8575467, 37.6314236 55.8575618, 37.6314732 55.8575508, 37.6315044 55.857577, 37.6315404 55.8575803, 37.6318139 55.8575071, 37.6318888 55.857382, 37.6319754 55.8572985, 37.6320329 55.8572914, 37.6323297 55.8573334, 37.632426 55.8573187, 37.6324878 55.8572909, 37.6329008 55.8573567, 37.632945 55.8574419, 37.633054 55.8576837, 37.6330059 55.857933, 37.6329279 55.8585037, 37.6328758 55.8589233, 37.6328747 55.8591759, 37.6329563 55.8594152, 37.6332179 55.8598928, 37.6335905 55.8603208, 37.6337057 55.8604482, 37.6338548 55.8606139, 37.6342312 55.8608569, 37.6351086 55.8613697, 37.6367071 55.8623679, 37.6374852 55.8628875, 37.6380439 55.8632605, 37.6382205 55.8634198, 37.6382943 55.8635504, 37.6383497 55.8636391, 37.6390857 55.8640131, 37.6393078 55.8641212, 37.6399086 55.8648629, 37.6401648 55.8650189, 37.6404884 55.8651667, 37.6409029 55.8652505, 37.6417319 55.8653231, 37.6417219 55.865312, 37.6417825 55.8651087, 37.6419056 55.8647268, 37.6421288 55.8643945, 37.6423211 55.864258, 37.6424333 55.8641962, 37.6425314 55.8641387, 37.6434808 55.8638048, 37.6445165 55.8634474, 37.6446579 55.8633849, 37.6447605 55.8633396, 37.644975 55.863122, 37.6452022 55.8627828, 37.6453031 55.8626322, 37.6453348 55.862585, 37.6455082 55.8623335, 37.6457763 55.8619445, 37.6458788 55.8617959, 37.6460433 55.8615573, 37.6466939 55.8610884, 37.6468518 55.8609749, 37.6472663 55.8607451, 37.6475271 55.8606005, 37.6476886 55.860511, 37.6505106 55.8589469, 37.6520742 55.8580802, 37.6522761 55.8579683, 37.6529419 55.8575992, 37.6535803 55.8575456, 37.6537401 55.8575325, 37.6538782 55.8575211, 37.6544696 55.8574662, 37.6546612 55.8574484, 37.6548693 55.8574307, 37.6553991 55.8573831, 37.6557344 55.857353, 37.6560649 55.8573218, 37.6570588 55.857228, 37.6586011 55.8570803, 37.6594672 55.8569974, 37.6605153 55.856897, 37.6609406 55.8568562, 37.6610309 55.8568476, 37.6611872 55.8568332, 37.661239 55.8568341, 37.6614564 55.8568381, 37.6615949 55.8568642, 37.6616733 55.856879, 37.6617193 55.8568895, 37.6618145 55.8569265, 37.6618908 55.856953, 37.6620025 55.8568468, 37.6628389 55.8561303, 37.6642803 55.8551643, 37.6663743 55.8538462, 37.6692951 55.8519502, 37.6703798 55.8512686, 37.6705854 55.8511322, 37.6708852 55.8508942, 37.6712112 55.8504482, 37.6714473 55.8504456, 37.6719431 55.8504254, 37.6717566 55.8490566, 37.6714545 55.8468087, 37.6672304 55.8436138, 37.6653589 55.8422762, 37.6645114 55.8416561, 37.663447 55.8408247, 37.6630405 55.8409582, 37.6628647 55.8410142, 37.6564744 55.8429858, 37.6550436 55.8433852, 37.6537062 55.8438367, 37.650557 55.8446206, 37.6494591 55.8447677, 37.6482566 55.8449474, 37.6431937 55.8453336, 37.6426218 55.8453728, 37.6405444 55.845538, 37.6400949 55.8455706, 37.6382825 55.8456624, 37.6364739 55.8457284, 37.6358304 55.8457449, 37.635239 55.8457681, 37.6339857 55.8458156, 37.6327638 55.8458477, 37.6290136 55.8459991, 37.6275354 55.8460432, 37.626713 55.8460765, 37.6267083 55.8461986, 37.6266968 55.8464843, 37.6266823 55.8467198, 37.626675 55.8468374, 37.6266685 55.8469555, 37.6266573 55.8470775, 37.6266502 55.8471941, 37.6266212 55.8473839, 37.6266035 55.8474652, 37.6265841 55.8476836, 37.6265462 55.8480467, 37.6265387 55.8480964, 37.6264377 55.8487621, 37.62636 55.8495802, 37.6263343 55.8498878, 37.6263127 55.8501454, 37.6263 55.8502969, 37.6262822 55.8505098, 37.6262679 55.8506806, 37.6261946 55.8515554, 37.6260965 55.8527271, 37.6260911 55.8527912, 37.6260452 55.8533393, 37.6260386 55.8534185, 37.6260305 55.8535068, 37.6260257 55.853556, 37.6260019 55.8538154, 37.6259823 55.8540297, 37.6259458 55.8544012, 37.6258576 55.8553842, 37.6257439 55.8557294, 37.6255036 55.8561807, 37.6252868 55.856515, 37.6251203 55.8567717, 37.6251003 55.8568504, 37.6250406 55.8570856, 37.6250432 55.8572741, 37.6250709 55.8573582, 37.6250885 55.8574115))",район Свиблово,,Sviblovo District,район Свиблово,Q2365359,ru:Свиблово (район Москвы),,муниципальный округ Свиблово,,,"[[[9668525518, 9668498614, 9642414726, 9668498612, 9668498604, 9642414720, 309745140, 728080278], [728080278, 9028728831, 9900785023], [9900785023, 4295791279, 248796096], [248796096, 7306342401], [7306342401, 2401780512, 547582350, 7306333455], [7306333455, 317028983, 248796097, 9592940701, 317028999, 6677967107, 10720134890, 8716008078, 10720134889, 7851651032, 10029892204, 6677967112, 6677967115, 6677956753, 10720134887, 560239188, 8235726183, 2319812393, 10720134888, 5339043601, 6677967117, 248796098, 772328096, 248796099, 10720134886, 248796100, 772327988, 248796101, 898640373, 9999072825, 287267376], [287267376, 7254735167, 772328003, 287267383, 287267384, 287267385], [287267385, 287267386, 5482484838], [5482484838, 5482484841, 5482484842, 5482484835, 5482484834, 442978233, 5482484833, 5482484843, 5482484832, 5482484844, 5482484848, 5482484831, 5482484845, 5482484847, 5482484830, 5482484846, 770834515, 60794315], [263720138, 337111253, 772327970, 772328020, 60794312, 772125395, 60794313, 772125491, 308749979, 60794314, 560239363, 560239375, 560239370, 60794315], [990257922, 915233075, 60794305, 772327979, 60794306, 60794307, 771836095, 60794308, 772327987, 772328077, 60794309, 8012492023, 60794310, 263720138], [990257922, 308754803], [266604227, 308754803], [60721022, 11054354612, 9679881880, 1011301416, 266604225, 3310821749, 3310821750, 60721023, 266604226, 266604227], [287267121, 573884295, 4234839520, 332091966, 60721022], [287267068, 997194245, 60721021, 8841001677, 10720218369, 4234839519, 287267121], [6630749601, 10720218377, 10891505482, 2278720569, 287267068], [60720886, 11063555938, 10657258917, 6630749601], [60720882, 2254422549, 909532537, 909532585, 909532617, 60720886], [60720882, 529126004, 10726017937, 529126048, 10726017938, 304178317, 10137504303, 529126034, 10726017935, 10726017936, 529126047], [529126047, 60720885, 10654066331, 529126108, 6917497816, 1098497996, 60668676, 492092785], [492092785, 973130773], [973130773, 973130785, 973130783, 973130770, 973130776, 973130778, 973130769, 973130787, 973130771, 973130768, 618133758, 292114515], [292114515, 919281460, 769432838], [769432838, 922394801, 922394803, 973120053, 972756268], [9668525518, 9668525517, 9668525519, 9668689045, 9668689046, 9668689044, 9668689047, 973130775, 1205559119, 292111687, 54626005, 1205559145, 887948941, 1204030235, 598063624, 972756268]]]",8,administrative,,,,Район Свіблове,,,,,,,,,,,,,,,,,,,,,,"[83543813, 83543796, 1087477629, 989243392, 992062500, 228893603, 44077487, 1126000372, 83567521, 83567517, 83567506, 85421030, 37295427, 93988242, 45270895, 45270894, 705681039, 45270893, 8103954, 760841002, 8103953, 44816148, 48683389, 83567515, 83561196, 83543792]",район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012),ru:внутригородская территория города федерального значения,boundary,,
