element_type,osmid,nodes,building,geometry,addr:RU:egrn,addr:housenumber,addr:street,source:addr
way,1190330281,"[11052388823, 11052388820, 11052388821, 11052388822, 11052388823]",yes,"POLYGON ((34.3616241 53.1418362, 34.3617023 53.1418333, 34.3616915 53.1417271, 34.3616134 53.14173, 34.3616241 53.1418362))","Брянская обл, р-н Брянский, п Свень, ул Молодежная, уч 22 А",22А,Молодёжная улица,ЕГРН
way,1190330282,"[11052388827, 11052388824, 11052388825, 11052388826, 11052388827]",yes,"POLYGON ((34.3616858 53.1413664, 34.3617686 53.1413832, 34.3618169 53.141298, 34.3617341 53.1412811, 34.3616858 53.1413664))",,,,
way,1190330283,"[11052388831, 11052388828, 11052388829, 11052388830, 11052388831]",yes,"POLYGON ((34.3620962 53.1408, 34.3622169 53.1408254, 34.3622544 53.140761, 34.3621337 53.1407357, 34.3620962 53.1408))","обл. Брянская, р-н Брянский, п. Свень, ул. Молодежная, дом 18",18,Молодёжная улица,ЕГРН
way,1190330284,"[11052388835, 11052388832, 11052388833, 11052388834, 11052388835]",yes,"POLYGON ((34.3622705 53.1405812, 34.3623797 53.1406082, 34.362436 53.1405261, 34.3623269 53.1404992, 34.3622705 53.1405812))","Брянская область, р-н Брянский, п Свень, ул Молодежная, д 16",16,Молодёжная улица,ЕГРН
way,1190330285,"[11052388839, 11052388836, 11052388837, 11052388838, 11052388839]",yes,"POLYGON ((34.3625468 53.1401742, 34.3627155 53.1402094, 34.3627557 53.1401403, 34.362587 53.140105, 34.3625468 53.1401742))",,,,
way,1190330286,"[11052388843, 11052388840, 11052388841, 11052388842, 11052388843]",yes,"POLYGON ((34.3631744 53.140356, 34.3632885 53.1403813, 34.3633422 53.1402944, 34.3632281 53.1402691, 34.3631744 53.140356))",,,,
way,1190330287,"[11052388847, 11052388844, 11052388845, 11052388846, 11052388847]",yes,"POLYGON ((34.3641427 53.1406633, 34.3642665 53.1406866, 34.3643121 53.1405998, 34.3641883 53.1405764, 34.3641427 53.1406633))","Брянская обл, р-н Брянский, п Свень, пер Свенский, д. 5 а",5А,Свенский переулок,ЕГРН
way,1190330288,"[11052388851, 11052388848, 11052388849, 11052388850, 11052388851]",yes,"POLYGON ((34.3643734 53.1408338, 34.3645031 53.1408586, 34.3645433 53.140783, 34.3644136 53.1407582, 34.3643734 53.1408338))","Брянская обл, р-н Брянский, п Свень, пер Свенский, д 7",7,Свенский переулок,ЕГРН
way,1190330289,"[11052388855, 11052388852, 11052388853, 11052388854, 11052388855]",yes,"POLYGON ((34.3650198 53.1405796, 34.3651939 53.1405984, 34.365218 53.140518, 34.3650439 53.1404992, 34.3650198 53.1405796))","Брянская область, р-н Брянский, п Свень, пер Свенский, уч. 10А",10А,Свенский переулок,ЕГРН
way,1190330290,"[11052388859, 11052388856, 11052388857, 11052388858, 11052388859]",yes,"POLYGON ((34.3648562 53.1402208, 34.3650101 53.1402463, 34.3650449 53.1401707, 34.364891 53.1401452, 34.3648562 53.1402208))",,,,
way,1190330291,"[11052388863, 11052388860, 11052388861, 11052388862, 11052388863]",yes,"POLYGON ((34.3658486 53.1397977, 34.3659309 53.1398129, 34.3659765 53.1397244, 34.3658942 53.1397092, 34.3658486 53.1397977))","обл. Брянская, р-н Брянский, п. Свень, пер. Свенский, дом 6",6,Свенский переулок,ЕГРН
way,1190330292,"[11052388867, 11052388864, 11052388865, 11052388866, 11052388867]",yes,"POLYGON ((34.3659559 53.1402594, 34.3660464 53.1402791, 34.366092 53.1402034, 34.3660015 53.1401838, 34.3659559 53.1402594))",,,,
way,1190330293,"[11052388871, 11052388868, 11052388869, 11052388870, 11052388871]",yes,"POLYGON ((34.3656099 53.1403914, 34.3657081 53.1404147, 34.3657805 53.1403053, 34.3656823 53.140282, 34.3656099 53.1403914))","Брянская область, р-н Брянский, с/с Свенский, п Свень, пер Свенский, д 8",8,Свенский переулок,ЕГРН
way,1190330294,"[11052388875, 11052388872, 11052388873, 11052388874, 11052388875]",yes,"POLYGON ((34.3653256 53.1401581, 34.3654329 53.1401902, 34.3654785 53.1401355, 34.3653712 53.1401034, 34.3653256 53.1401581))",,,,
way,1190330295,"[11052388879, 11052388876, 11052388877, 11052388878, 11052388879]",yes,"POLYGON ((34.3654436 53.139973, 34.3655967 53.14001, 34.3656519 53.1399277, 34.3654988 53.1398907, 34.3654436 53.139973))","Брянская обл, р-н Брянский, п Свень, пер Свенский, уч-к №6 А",6А,Свенский переулок,ЕГРН
way,1190330298,"[11052388900, 11052388899, 11052388898, 11052388897, 11052388900]",yes,"POLYGON ((34.3661088 53.1391138, 34.366149 53.1390672, 34.3660477 53.1390357, 34.3660074 53.1390824, 34.3661088 53.1391138))","Российская Федерация, Брянская область, муниципальный район Брянский, сельское поселение Свенское, поселок Свень, улица Луначарского, земельный участок 8/1",8/1,улица Луначарского,ЕГРН
way,1190330299,"[11052388904, 11052388901, 11052388902, 11052388903, 11052388904]",yes,"POLYGON ((34.3658888 53.1394244, 34.365929 53.1393581, 34.3657976 53.1393294, 34.3657575 53.1393957, 34.3658888 53.1394244))","Брянская обл, р-н Брянский, п Свень, пер Свенский, д 5",5,Свенский переулок,ЕГРН
way,1190330300,"[11052388908, 11052388907, 11052388906, 11052388905, 11052388908]",yes,"POLYGON ((34.3651298 53.1398636, 34.3651727 53.1397928, 34.3650293 53.1397615, 34.3649863 53.1398323, 34.3651298 53.1398636))","Брянская область, р-н Брянский, п Свень, пер Свенский, д 3",3,Свенский переулок,ЕГРН
way,1190330301,"[11052388912, 11052388911, 11052388910, 11052388909, 11052388912]",yes,"POLYGON ((34.3651432 53.1392973, 34.3652183 53.1392538, 34.3650854 53.1391711, 34.3650103 53.1392146, 34.3651432 53.1392973))","Брянская область, р-н Брянский, п Свень, пер Свенский, д 1",1,Свенский переулок,ЕГРН
way,1190330302,"[11052388916, 11052388915, 11052388914, 11052388913, 11052388916]",yes,"POLYGON ((34.3651405 53.1395627, 34.3651888 53.139508, 34.3650516 53.1394645, 34.3650033 53.1395192, 34.3651405 53.1395627))",,,,
way,1190330303,"[11052388920, 11052388919, 11052388918, 11052388917, 11052388920]",yes,"POLYGON ((34.3638879 53.1391798, 34.364022 53.1390076, 34.3638997 53.1389734, 34.3637656 53.1391455, 34.3638879 53.1391798))",,,,
way,1190330304,"[11052388924, 11052388923, 11052388922, 11052388921, 11052388924]",yes,"POLYGON ((34.3634185 53.1392023, 34.3634722 53.1391283, 34.3633532 53.1390973, 34.3632995 53.1391713, 34.3634185 53.1392023))",,,,
way,1190330305,"[11052388928, 11052388927, 11052388926, 11052388925, 11052388928]",yes,"POLYGON ((34.3635526 53.1389562, 34.3636009 53.1388693, 34.3634641 53.1388419, 34.3634158 53.1389288, 34.3635526 53.1389562))","Российская Федерация, Брянская область, Брянский муниципальный район, Свенское сельское поселение, п. Свень, ул. Молодежная, з/у 14А",14А,Молодёжная улица,ЕГРН
way,1190333678,"[11052405528, 11052405527, 11052405526, 11052405525, 11052405528]",yes,"POLYGON ((34.363389 53.1354983, 34.3634963 53.1353149, 34.3633138 53.1352764, 34.3632065 53.1354599, 34.363389 53.1354983))","Брянская обл, р-н Брянский, п Свень, ул Клубная, уч-к № 1А",1А,Клубная улица,ЕГРН
way,1190395271,"[11053042586, 11053042585, 11053042584, 11053042583, 11053042582, 11053042586]",yes,"POLYGON ((34.3514854 53.1467961, 34.3515149 53.1466561, 34.3509472 53.1466131, 34.3509177 53.146753, 34.3512972 53.1467818, 34.3514854 53.1467961))","Брянская обл, р-н Брянский, п Свень, ул Комсомольская, участок № 29 А",29А,Комсомольская улица,ЕГРН
way,1190395272,"[11053042593, 11053042592, 11053042591, 11053042590, 11053042593]",yes,"POLYGON ((34.3575364 53.1471548, 34.357633 53.1471017, 34.3575527 53.1470492, 34.3574562 53.1471023, 34.3575364 53.1471548))",,,,
way,1190395273,"[11053042597, 11053042596, 11053042595, 11053042594, 11053042597]",yes,"POLYGON ((34.3577805 53.1472819, 34.3576974 53.1472143, 34.3576294 53.1472444, 34.3577126 53.147312, 34.3577805 53.1472819))",,,,
way,1190395274,"[11053042601, 11053042600, 11053042599, 11053042598, 11053042601]",yes,"POLYGON ((34.3600255 53.1440049, 34.3600658 53.1438971, 34.3599519 53.1438818, 34.3599117 53.1439896, 34.3600255 53.1440049))","Российская Федерация, Брянская область, Брянский муниципальный район, Свенское сельское поселение, поселок Свень, улица Комсомольская, земельный участок 1",1,Комсомольская улица,ЕГРН
way,1190395275,"[11053070105, 11053042602, 11053042603, 11053042604, 11053070105]",yes,"POLYGON ((34.3588454 53.1439357, 34.3589145 53.1438227, 34.3587702 53.1437909, 34.3587011 53.1439039, 34.3588454 53.1439357))","обл. Брянская, р-н Брянский, п. Свень, ул. Комсомольская, дом 2",2,Комсомольская улица,ЕГРН
way,1190395276,"[11053070109, 11053070108, 11053070107, 11053070106, 11053070109]",yes,"POLYGON ((34.3598512 53.1443041, 34.359929 53.144177, 34.3597878 53.144146, 34.35971 53.144273, 34.3598512 53.1443041))","Брянская обл, р-н Брянский, п Свень, ул Комсомольская, уч 3 А",3А,Комсомольская улица,ЕГРН
way,1190395277,"[11053070113, 11053070110, 11053070111, 11053070112, 11053070113]",yes,"POLYGON ((34.3598485 53.1445535, 34.3598715 53.1444245, 34.359701 53.1444135, 34.3596779 53.1445425, 34.3598485 53.1445535))","Брянская область, р-н Брянский, п Свень, ул Комсомольская, д 3",3,Комсомольская улица,ЕГРН
way,1190395278,"[11053070117, 11053070114, 11053070115, 11053070116, 11053070117]",yes,"POLYGON ((34.3597198 53.1448527, 34.3597428 53.1447237, 34.3596232 53.144716, 34.3596001 53.144845, 34.3597198 53.1448527))",,,,
way,1190395279,"[11053070121, 11053070120, 11053070119, 11053070118, 11053070121]",yes,"POLYGON ((34.3594569 53.1453225, 34.359473 53.1452324, 34.3593796 53.1452264, 34.3593635 53.1453165, 34.3594569 53.1453225))","Брянская область, р-н Брянский, п Свень, ул Комсомольская, д 5",5,Комсомольская улица,ЕГРН
way,1190395280,"[11053070125, 11053070124, 11053070123, 11053070122, 11053070125]",yes,"POLYGON ((34.3588454 53.1456088, 34.3588695 53.1454914, 34.3587543 53.1454829, 34.3587301 53.1456003, 34.3588454 53.1456088))","Брянская обл, р-н Брянский, п Свень, ул Комсомольская, д 6",6,Комсомольская улица,ЕГРН
way,1190395281,"[11053070129, 11053070128, 11053070127, 11053070126, 11053070129]",yes,"POLYGON ((34.3584484 53.1457858, 34.3585101 53.1457182, 34.3583878 53.1456781, 34.3583261 53.1457456, 34.3584484 53.1457858))","Брянская область, р-н Брянский, п Свень, ул Комсомольская, д 7",7,Комсомольская улица,ЕГРН
way,1190395282,"[11053070133, 11053070130, 11053070131, 11053070132, 11053070133]",yes,"POLYGON ((34.3574157 53.1454029, 34.3574935 53.1453307, 34.3573809 53.1452871, 34.3573031 53.1453593, 34.3574157 53.1454029))","Брянская область, р-н Брянский, п Свень, ул Комсомольская, д 11",11,Комсомольская улица,ЕГРН
way,1190395283,"[11053070137, 11053070134, 11053070135, 11053070136, 11053070137]",yes,"POLYGON ((34.3572172 53.1455944, 34.3573215 53.1454975, 34.3572226 53.1454592, 34.3571184 53.1455561, 34.3572172 53.1455944))","обл. Брянская, р-н Брянский, п. Свень, ул. Комсомольская, дом 12",12,Комсомольская улица,ЕГРН
way,1190395284,"[11053070141, 11053070138, 11053070139, 11053070140, 11053070141]",yes,"POLYGON ((34.3575525 53.1456684, 34.3576319 53.1456991, 34.3576855 53.1456492, 34.3576062 53.1456185, 34.3575525 53.1456684))",,,,
way,1190395285,"[11053070145, 11053070142, 11053070143, 11053070144, 11053070145]",yes,"POLYGON ((34.358038 53.1461108, 34.3582562 53.146223, 34.3583689 53.1461441, 34.3581507 53.1460319, 34.358038 53.1461108))","Брянская область, р-н Брянский, п Свень, ул Комсомольская, уч 8А",8А,Комсомольская улица,ЕГРН
way,1190395286,"[11053070149, 11053070146, 11053070147, 11053070148, 11053070149]",yes,"POLYGON ((34.3577671 53.1460673, 34.3578805 53.1461143, 34.3579583 53.1460467, 34.3578449 53.1459998, 34.3577671 53.1460673))",,,,
way,1190395287,"[11053070153, 11053070152, 11053070151, 11053070150, 11053070153]",yes,"POLYGON ((34.3577832 53.1462829, 34.3576357 53.1462218, 34.3574992 53.1463402, 34.3576468 53.1464013, 34.3577832 53.1462829))","Брянская область, р-н. Брянский, п. Свень, ул. Комсомольская, д. 9а",9А,Комсомольская улица,ЕГРН
way,1190395288,"[11053070157, 11053070156, 11053070155, 11053070154, 11053070157]",yes,"POLYGON ((34.3570751 53.1465998, 34.3570241 53.1465451, 34.3568945 53.1465886, 34.3569455 53.1466433, 34.3570751 53.1465998))",,,,
way,1190395289,"[11053070161, 11053070160, 11053070159, 11053070158, 11053070161]",yes,"POLYGON ((34.3563187 53.1465451, 34.3563965 53.1464341, 34.356308 53.1464118, 34.3562302 53.1465228, 34.3563187 53.1465451))",,,,
way,1190395290,"[11053070165, 11053070164, 11053070163, 11053070162, 11053070165]",yes,"POLYGON ((34.3564421 53.1463714, 34.3564743 53.1462942, 34.3563114 53.1462697, 34.3562793 53.146347, 34.3564421 53.1463714))",,,,
way,1190395291,"[11053070169, 11053070168, 11053070167, 11053070166, 11053070169]",yes,"POLYGON ((34.3565601 53.1461848, 34.3565977 53.1460786, 34.356472 53.1460626, 34.3564344 53.1461688, 34.3565601 53.1461848))","обл. Брянская, р-н Брянский, п. Свень, ул. Комсомольская, дом 15",15,Комсомольская улица,ЕГРН
way,1190395292,"[11053070173, 11053070170, 11053070171, 11053070172, 11053070173]",yes,"POLYGON ((34.3566942 53.1460207, 34.3568104 53.1458953, 34.3566942 53.1458566, 34.3565781 53.145982, 34.3566942 53.1460207))","обл. Брянская, р-н Брянский, п. Свень, ул. Комсомольская, участок №14",14,Комсомольская улица,ЕГРН
way,1190395293,"[11053070177, 11053070176, 11053070175, 11053070174, 11053070177]",yes,"POLYGON ((34.3571716 53.1457858, 34.3572253 53.1457279, 34.3570928 53.1456837, 34.3570391 53.1457416, 34.3571716 53.1457858))",,,,
way,1190395294,"[11053070181, 11053070180, 11053070179, 11053070178, 11053070181]",yes,"POLYGON ((34.3568283 53.1457858, 34.3569034 53.1457182, 34.3567821 53.1456697, 34.356707 53.1457373, 34.3568283 53.1457858))","Брянская область, р-н Брянский, п Свень, ул Комсомольская, д 13а",13А,Комсомольская улица,ЕГРН
way,1190395295,"[11053070185, 11053070184, 11053070183, 11053070182, 11053070185]",yes,"POLYGON ((34.3565386 53.1455702, 34.3566298 53.145493, 34.3565154 53.1454444, 34.3564242 53.1455216, 34.3565386 53.1455702))",,,,
way,1190395296,"[11053070189, 11053070188, 11053070187, 11053070186, 11053070189]",yes,"POLYGON ((34.3557662 53.1454801, 34.3558681 53.1453547, 34.3557215 53.1453118, 34.3556195 53.1454373, 34.3557662 53.1454801))","Брянская область, р-н Брянский, п Свень, ул Комсомольская, д 18-А",18А,Комсомольская улица,ЕГРН
way,1190395297,"[11053070193, 11053070192, 11053070191, 11053070190, 11053070193]",yes,"POLYGON ((34.3559486 53.1459821, 34.3559861 53.1458791, 34.3558037 53.1458552, 34.3557662 53.1459581, 34.3559486 53.1459821))",,,,
way,1190395298,"[11053070197, 11053070196, 11053070195, 11053070194, 11053070197]",yes,"POLYGON ((34.3555731 53.145892, 34.3556535 53.1458212, 34.3554568 53.1457407, 34.3553763 53.1458115, 34.3555731 53.145892))",,,,
way,1190395299,"[11053070201, 11053070200, 11053070199, 11053070198, 11053070201]",yes,"POLYGON ((34.3549079 53.1455927, 34.3550205 53.1455316, 34.3549002 53.1454518, 34.3547875 53.145513, 34.3549079 53.1455927))","Брянская область, р-н Брянский, п Свень, ул Комсомольская, д 21",21,Комсомольская улица,ЕГРН
way,1190395300,"[11053070205, 11053070204, 11053070203, 11053070202, 11053070205]",yes,"POLYGON ((34.3550688 53.1453225, 34.35516 53.145197, 34.3549451 53.1451408, 34.3548539 53.1452663, 34.3550688 53.1453225))","обл. Брянская, р-н Брянский, п. Свень, ул. Комсомольская, дом 22",22,Комсомольская улица,ЕГРН
way,1190395301,"[11053070209, 11053070208, 11053070207, 11053070206, 11053070209]",yes,"POLYGON ((34.355396 53.1449557, 34.3554819 53.1448656, 34.3553253 53.1448119, 34.3552395 53.144902, 34.355396 53.1449557))","Брянская область, р-н Брянский, п Свень, ул Комсомольская, д 23",23,Комсомольская улица,ЕГРН
way,1190395302,"[11053070213, 11053070210, 11053070211, 11053070212, 11053070213]",yes,"POLYGON ((34.35597 53.144399, 34.3560392 53.1443049, 34.3558842 53.1442639, 34.355815 53.144358, 34.35597 53.144399))",,,,
way,1190395303,"[11053070217, 11053070214, 11053070215, 11053070216, 11053070217]",yes,"POLYGON ((34.3553209 53.1442028, 34.3553811 53.1441209, 34.3552405 53.1440837, 34.3551803 53.1441656, 34.3553209 53.1442028))","Брянская обл, р-н Брянский, п Свень, ул Комсомольская, уч №25А",25А,Комсомольская улица,ЕГРН
way,1190395304,"[11053070221, 11053070220, 11053070219, 11053070218, 11053070221]",yes,"POLYGON ((34.3556589 53.1447465, 34.3557393 53.1446371, 34.3555803 53.1445951, 34.3554999 53.1447045, 34.3556589 53.1447465))",,,,
way,1190395305,"[11053070225, 11053070224, 11053070223, 11053070222, 11053070225]",yes,"POLYGON ((34.3541461 53.1450683, 34.3541998 53.1449653, 34.3540073 53.1449293, 34.3539537 53.1450322, 34.3541461 53.1450683))","Брянская область, р-н Брянский, п Свень, ул Комсомольская, уч 22а",22А,Комсомольская улица,ЕГРН
way,1190395306,"[11053070229, 11053070228, 11053070227, 11053070226, 11053070229]",yes,"POLYGON ((34.3542802 53.1445696, 34.3543178 53.1444344, 34.3541421 53.1444169, 34.3541045 53.144552, 34.3542802 53.1445696))","Брянская область, р-н Брянский, п Свень, ул Комсомольская, уч 23А",23А,Комсомольская улица,ЕГРН
way,1190395307,"[11053070235, 11053070234, 11053070233, 11053070232, 11053070235]",yes,"POLYGON ((34.3546075 53.1435045, 34.354645 53.1434112, 34.3545136 53.1433922, 34.354476 53.1434855, 34.3546075 53.1435045))",,,,
way,1190395308,"[11053070239, 11053070238, 11053070237, 11053070236, 11053070239]",yes,"POLYGON ((34.3553746 53.1429801, 34.3554228 53.1428964, 34.3552463 53.1428598, 34.3551981 53.1429434, 34.3553746 53.1429801))","Брянская обл, р-н Брянский, п Свень, ул Комсомольская, участок №37",37,Комсомольская улица,ЕГРН
way,1190395309,"[11053070243, 11053070242, 11053070241, 11053070240, 11053070243]",yes,"POLYGON ((34.3549079 53.1424524, 34.3549561 53.1423751, 34.3548168 53.1423438, 34.3547685 53.142421, 34.3549079 53.1424524))","обл. Брянская, р-н Брянский, п. Свень, ул. Комсомольская, участок №35",35,Комсомольская улица,ЕГРН
way,1190395310,"[11053070247, 11053070246, 11053070245, 11053070244, 11053070247]",yes,"POLYGON ((34.3571877 53.1414066, 34.357295 53.141265, 34.3571107 53.1412148, 34.3570034 53.1413563, 34.3571877 53.1414066))","обл. Брянская, р-н Брянский, п. Свень, ул. Комсомольская, дом 24а",24А,Комсомольская улица,ЕГРН
way,1190395311,"[11053070251, 11053070250, 11053070249, 11053070248, 11053070251]",yes,"POLYGON ((34.35516 53.140689, 34.3551975 53.140586, 34.3550526 53.140567, 34.355015 53.14067, 34.35516 53.140689))","Брянская область, р-н Брянский, п Свень, ул Молодежная, 11А",11А,Молодёжная улица,ЕГРН
way,1190395312,"[11053070255, 11053070252, 11053070253, 11053070254, 11053070255]",yes,"POLYGON ((34.35516 53.1401806, 34.3552876 53.1400101, 34.3551439 53.1399714, 34.3550163 53.1401419, 34.35516 53.1401806))","Российская Федерация, Брянская область, Брянский муниципальный район, Свенское сельское поселение, п. Свень, ул. Молодежная, з/у 40.",40,Молодёжная улица,ЕГРН
way,1190395313,"[11053070259, 11053070258, 11053070257, 11053070256, 11053070259]",yes,"POLYGON ((34.356131 53.1389642, 34.35619 53.1388854, 34.3560051 53.1388356, 34.3559461 53.1389144, 34.356131 53.1389642))","Брянская область, р-н Брянский, п Свень, ул Молодежная, уч 42 А",42А,Молодёжная улица,ЕГРН
way,1190395314,"[11053070263, 11053070262, 11053070261, 11053070260, 11053070263]",yes,"POLYGON ((34.3565252 53.138792, 34.3565762 53.1387261, 34.3564174 53.1386819, 34.3563665 53.1387479, 34.3565252 53.138792))","Российская Федерация, Брянская область, Брянский муниципальный район, Свенское сельское поселение, п Свень, ул Молодежная, уч 41",41,Молодёжная улица,ЕГРН
way,1190395315,"[11053070267, 11053070266, 11053070265, 11053070264, 11053070267]",yes,"POLYGON ((34.3572655 53.1385668, 34.357354 53.1384477, 34.3571695 53.1383983, 34.357081 53.1385174, 34.3572655 53.1385668))","Брянская область, р-н Брянский, п Свень, ул Молодежная, уч 30",30,Молодёжная улица,ЕГРН
way,1190395316,"[11053070271, 11053070270, 11053070269, 11053070268, 11053070271]",yes,"POLYGON ((34.359532 53.1376706, 34.359701 53.1373681, 34.3585437 53.1371354, 34.3583747 53.1374379, 34.359532 53.1376706))","Брянская обл, р-н Брянский, п Свень, ул Молодежная, уч 9 ""А""",9А,Молодёжная улица,ЕГРН
way,1190395317,"[11053070275, 11053070274, 11053070273, 11053070272, 11053070275]",yes,"POLYGON ((34.3611681 53.1373487, 34.3611923 53.1372248, 34.3606729 53.1371884, 34.3606488 53.1373123, 34.3611681 53.1373487))",,,,
way,1190395318,"[11053070279, 11053070278, 11053070277, 11053070276, 11053070279]",yes,"POLYGON ((34.3611333 53.1375418, 34.3611547 53.1374228, 34.3606241 53.1373883, 34.3606026 53.1375074, 34.3611333 53.1375418))",,,,
way,1190395319,"[11053070283, 11053070282, 11053070281, 11053070280, 11053070283]",yes,"POLYGON ((34.3605405 53.1381742, 34.3608409 53.1377027, 34.3604406 53.1376109, 34.3601402 53.1380824, 34.3605405 53.1381742))",,,,
way,1190395320,"[11053070287, 11053070286, 11053070285, 11053070284, 11053070287]",yes,"POLYGON ((34.3598083 53.1384188, 34.3598726 53.1382932, 34.3594768 53.1382202, 34.3594125 53.1383457, 34.3598083 53.1384188))",,,,
way,1190395321,"[11053070291, 11053070290, 11053070289, 11053070288, 11053070291]",yes,"POLYGON ((34.3602508 53.1386971, 34.3603232 53.1385829, 34.3600596 53.1385227, 34.3599872 53.138637, 34.3602508 53.1386971))","Брянская область, Брянский район, Свенское сельское поселение, п Свень, ул Молодежная, д 11/2",11/2,Молодёжная улица,ЕГРН
way,1190395322,"[11053070295, 11053070294, 11053070293, 11053070292, 11053070295]",yes,"POLYGON ((34.3623966 53.1387357, 34.3625173 53.1385507, 34.3611159 53.1382217, 34.3609952 53.1384068, 34.3623966 53.1387357))",,,,
way,1190395323,"[11053070299, 11053070298, 11053070297, 11053070296, 11053070299]",yes,"POLYGON ((34.3611225 53.1386778, 34.3611976 53.1385217, 34.3607579 53.1384456, 34.3606828 53.1386016, 34.3611225 53.1386778))",,,,
way,1190395324,"[11053070303, 11053070302, 11053070301, 11053070300, 11053070303]",yes,"POLYGON ((34.3617931 53.1388097, 34.3618414 53.13871, 34.3613575 53.1386257, 34.3613092 53.1387255, 34.3617931 53.1388097))",,,,
way,1190395325,"[11053070307, 11053070306, 11053070305, 11053070304, 11053070307]",yes,"POLYGON ((34.3624771 53.1389063, 34.3625092 53.1388484, 34.3621029 53.1387671, 34.3620707 53.138825, 34.3624771 53.1389063))",,,,
way,1190395326,"[11053070311, 11053070310, 11053070309, 11053070308, 11053070311]",yes,"POLYGON ((34.3620157 53.13936, 34.3620667 53.1392458, 34.3619315 53.1392241, 34.3618805 53.1393383, 34.3620157 53.13936))","Брянская обл, р-н Брянский, п Свень, ул Молодежная, участок 13 а",13А,Молодёжная улица,ЕГРН
way,1190395327,"[11053070315, 11053070312, 11053070313, 11053070314, 11053070315]",yes,"POLYGON ((34.3626112 53.1394549, 34.3626762 53.1393347, 34.3625253 53.1393053, 34.3624603 53.1394256, 34.3626112 53.1394549))","Брянская обл, р-н Брянский, п Свень, ул Молодежная, уч.13",13,Молодёжная улица,ЕГРН
way,1190395328,"[11053070319, 11053070316, 11053070317, 11053070318, 11053070319]",yes,"POLYGON ((34.3620667 53.1395837, 34.3621296 53.1394672, 34.3619755 53.1394372, 34.3619125 53.1395537, 34.3620667 53.1395837))","Брянская область, р-н Брянский, п Свень, ул Молодежная, д 15А",15А,Молодёжная улица,ЕГРН
way,1190395329,"[11053070323, 11053070320, 11053070321, 11053070322, 11053070323]",yes,"POLYGON ((34.3623644 53.1397783, 34.3624291 53.1396587, 34.3623161 53.1396368, 34.3622515 53.1397564, 34.3623644 53.1397783))","На земельном участке расположен жилой дом, адрес: Брянская обл, р-н Брянский, п Свень, ул Молодежная, д 15",15,Молодёжная улица,ЕГРН
way,1190395330,"[11053070327, 11053070324, 11053070325, 11053070326, 11053070327]",yes,"POLYGON ((34.3622437 53.1400213, 34.3623046 53.1399088, 34.3621552 53.1398797, 34.3620944 53.1399922, 34.3622437 53.1400213))","Брянская обл, р-н Брянский, п Свень, ул Молодежная, уч 17",17,Молодёжная улица,ЕГРН
way,1190395331,"[11053070331, 11053070328, 11053070329, 11053070330, 11053070331]",yes,"POLYGON ((34.3620318 53.1402514, 34.3620888 53.140146, 34.3620184 53.1401323, 34.3619614 53.1402377, 34.3620318 53.1402514))",,,,
way,1190395332,"[11053070335, 11053070334, 11053070333, 11053070332, 11053070335]",yes,"POLYGON ((34.3614632 53.1404445, 34.3614954 53.1403849, 34.3613181 53.1403504, 34.361286 53.14041, 34.3614632 53.1404445))","обл. Брянская, р-н Брянский, п. Свень, ул. Молодежная, дом 19 А",19А,Молодёжная улица,ЕГРН
way,1190395333,"[11053070339, 11053070336, 11053070337, 11053070338, 11053070339]",yes,"POLYGON ((34.3618065 53.1406568, 34.3618442 53.1405751, 34.3616965 53.1405506, 34.3616589 53.1406323, 34.3618065 53.1406568))","обл. Брянская, р-н Брянский, п. Свень, ул. Молодежная, дом 19",19,Молодёжная улица,ЕГРН
way,1190395334,"[11053070343, 11053070340, 11053070341, 11053070342, 11053070343]",yes,"POLYGON ((34.3612298 53.1406906, 34.3612808 53.1405801, 34.3611708 53.1405619, 34.3611199 53.1406724, 34.3612298 53.1406906))","Брянская область, р-н Брянский, п. Свень, ул. Молодежная, д 21А",21А,Молодёжная улица,ЕГРН
way,1190395335,"[11053070347, 11053070346, 11053070345, 11053070344, 11053070347]",yes,"POLYGON ((34.3610662 53.1410044, 34.3611011 53.1409287, 34.3609746 53.1409078, 34.3609397 53.1409834, 34.3610662 53.1410044))","Брянская область, р-н Брянский, п Свень, ул Молодежная, уч 23А",23А,Молодёжная улица,ЕГРН
way,1190395336,"[11053070351, 11053070348, 11053070349, 11053070350, 11053070351]",yes,"POLYGON ((34.3615383 53.1410719, 34.3615712 53.1410033, 34.3614471 53.1409818, 34.3614142 53.1410505, 34.3615383 53.1410719))","Брянская область, р-н Брянский, п Свень, ул Молодежная, уч 23",23,Молодёжная улица,ЕГРН
way,1190395337,"[11053070355, 11053070354, 11053070353, 11053070352, 11053070355]",yes,"POLYGON ((34.361439 53.1413358, 34.3614954 53.1412183, 34.361391 53.1412003, 34.3613346 53.1413178, 34.361439 53.1413358))","Брянская область, р-н Брянский, п. Свень, ул. Молодежная, д. 25",25,Молодёжная улица,ЕГРН
way,1190395338,"[11053070359, 11053070356, 11053070357, 11053070358, 11053070359]",yes,"POLYGON ((34.3613881 53.1414903, 34.3614121 53.1414255, 34.3613183 53.141413, 34.3612944 53.1414778, 34.3613881 53.1414903))",,,,
way,1190395339,"[11053070363, 11053070362, 11053070361, 11053070360, 11053070363]",yes,"POLYGON ((34.3611279 53.1417364, 34.3611494 53.1416785, 34.3610784 53.141669, 34.3610569 53.1417269, 34.3611279 53.1417364))",,,,
