,geometry,bbox_north,bbox_south,bbox_east,bbox_west,place_id,osm_type,osm_id,lat,lon,class,type,place_rank,importance,addresstype,name,display_name
0,"POLYGON ((34.3502162 53.1470381, 34.3503932 53.1461694, 34.3523513 53.1462724, 34.3541805 53.1395506, 34.3589441 53.1348264, 34.3612616 53.1334361, 34.3629567 53.1333974, 34.3648669 53.1325841, 34.3659934 53.132539, 34.3662987 53.1325703, 34.3670122 53.1332558, 34.3702094 53.134865, 34.3720043 53.1359842, 34.3722993 53.1363157, 34.3721545 53.136644, 34.3718616 53.1369826, 34.3703284 53.1383766, 34.3700378 53.138701, 34.36639 53.1422922, 34.3621199 53.1425753, 34.3616532 53.1428135, 34.3603389 53.1455645, 34.3585311 53.1466391, 34.3582843 53.1473277, 34.3580108 53.1475625, 34.3572114 53.1475175, 34.3553178 53.1467517, 34.3546794 53.1460053, 34.3542771 53.1453264, 34.3530701 53.1449435, 34.3525444 53.1472601, 34.3502162 53.1470381))",53.1475625,53.132539,34.3722993,34.3502162,203297826,way,412707351,53.1370899,34.3642973,place,village,19,0.27501,village,Свень,"Свень, Свенское сельское поселение, Bryansky District, Bryansk Oblast, Central Federal District, Russia"
