element_type,osmid,operator,railway,ref,geometry,location,man_made,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,name,opening_hours,phone,power,building,building:levels,substation,access,parking,fixme,wheelchair,shop,noname,tickets:public_transport,surface,name:ru,layer,nodes,building:flats,design:ref,start_date,height,building:colour,note:cadastre:id,year_of_construction,addr:housenumber2,building:material,roof:shape,abandoned,brand,contact:website,owner,design:note,construction,note,website,health_facility:type,healthcare,name:uk,official_short_type,pipeline,substance,utility,voltage,religion,social_facility,social_facility:for,education,education_form:parttime,education_level:primary,education_profile:music,education_system:ru_standard,landuse,building:min_level,power:output:hot_water,fee,female,male,check_date:opening_hours,toilets,denomination,shelter_type,leisure,sport,outdoor_seating,unisex,heating,voltage:primary,branch,frequency,check_date,roof:colour,roof:height,roof:material,contact:instagram,cuisine,drink:coffee,takeaway,service,service:vehicle:tyres,inscription,ways,type,name:en,old_name,old_name:de,old_name:en,roof:levels,smoking
way,30524802,,,,"POLYGON ((37.6431728 55.862594, 37.6429812 55.8626442, 37.6431687 55.8628697, 37.6433603 55.8628196, 37.6432653 55.8627053, 37.6431728 55.862594))",,,,14,,Тенистый проезд,,,,,,apartments,14,,,,,,,,,,,,"[337113411, 337113421, 337113417, 337113427, 8543268261, 337113411]",93,И-209А,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30524803,,,,"POLYGON ((37.643421 55.8609472, 37.6432269 55.8610539, 37.6437582 55.8613583, 37.6439523 55.8612516, 37.643421 55.8609472))",,,,16,,Вересковая улица,,,,,,yes,5,,,,,,,,,,,,"[337113432, 337113444, 337113450, 337113438, 337113432]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30524804,,,,"POLYGON ((37.6424109 55.8608102, 37.642043 55.8605933, 37.6424367 55.860383, 37.6425707 55.860462, 37.6424897 55.8605053, 37.6423277 55.8605918, 37.6423396 55.8605988, 37.6424619 55.8606709, 37.6425616 55.8607297, 37.6424109 55.8608102))",,,,12 к1,,Вересковая улица,,,,,,yes,3,,,,,,,,,,,,"[337113456, 337113460, 337113463, 337113466, 2274502498, 337113470, 2274502499, 2274502500, 337113473, 337113456]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,31019805,,,,"POLYGON ((37.6621452 55.8427561, 37.663767 55.8419603, 37.663524 55.8418042, 37.6634868 55.8418224, 37.6633398 55.841728, 37.6630459 55.8418722, 37.6631973 55.8419695, 37.6628613 55.8421345, 37.6626838 55.8420204, 37.6620641 55.8423245, 37.6622306 55.8424315, 37.6618956 55.8425958, 37.6621452 55.8427561))",,,,209,,проспект Мира,,,,,,yes,,,,,,,,,,,,,"[344908674, 344908675, 344908677, 344908678, 344908679, 344908680, 344908684, 344908704, 344908722, 344908725, 344908728, 344908729, 344908674]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110272,,,,"POLYGON ((37.634635 55.8579018, 37.6352084 55.8576703, 37.6352497 55.8577026, 37.6353516 55.8576614, 37.6354123 55.8577088, 37.6353932 55.8577165, 37.6354562 55.8577656, 37.6355844 55.8577139, 37.635787 55.857872, 37.6357479 55.8578878, 37.6358223 55.8579458, 37.6357279 55.8579839, 37.6357065 55.8579672, 37.6356264 55.8579996, 37.6355238 55.8579195, 37.6353532 55.8577864, 37.6353118 55.8578031, 37.6351686 55.8578609, 37.6351418 55.85784, 37.6350045 55.8578954, 37.6350342 55.8579186, 37.6349299 55.8579607, 37.6347575 55.8580303, 37.6347013 55.8579865, 37.6347291 55.8579752, 37.634635 55.8579018))",,,,19,,Игарский проезд,,,,,,apartments,22,,,,,,,,,,,,"[431592747, 431592748, 431592749, 431592750, 431592751, 431592752, 431592753, 431592754, 431592755, 431592756, 431592757, 431592758, 431592759, 431592760, 8563453851, 431592761, 8563453852, 431592762, 431592763, 431592764, 431592765, 8563453853, 431592766, 431592767, 431592768, 431592747]",258,КОПЭ-85;КТЖС-2;КТЖС-5;КТЖС-9,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110279,,,,"POLYGON ((37.6381694 55.8566506, 37.638353 55.8566034, 37.6381766 55.8563871, 37.6379931 55.8564342, 37.6380836 55.8565453, 37.6381694 55.8566506))",,,,33 к2,,проезд Русанова,,,,,,apartments,9,,,,,,,,,,,,"[431592794, 431592796, 431592795, 431592793, 3254859099, 431592794]",72,II-18-01/МИ вариант «Б»,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110280,,,,"POLYGON ((37.6385 55.8559715, 37.6387109 55.8559231, 37.6385451 55.8556957, 37.6383342 55.8557442, 37.6384149 55.8558549, 37.6385 55.8559715))",,,,31 к2,,проезд Русанова,,,,,,apartments,9,,,,,,,,,,,,"[431592799, 431592798, 431592800, 431592797, 3254859081, 431592799]",72,II-18-01/МИ вариант «Б»,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110281,,,,"POLYGON ((37.6387254 55.8552411, 37.638957 55.8551887, 37.6388607 55.8550545, 37.6387568 55.8549096, 37.6385252 55.854962, 37.6386316 55.8551104, 37.6387254 55.8552411))",,,,26,,Лазоревый проезд,,,,,,apartments,16,,,,,,,,,,,,"[431592803, 431592801, 4826742757, 431592804, 431592802, 4826742737, 431592803]",107,II-68-01/16Ю-2/78,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110282,,,,"POLYGON ((37.6381871 55.8578758, 37.6388351 55.8574902, 37.638906 55.8575277, 37.6389829 55.857482, 37.6390327 55.8575084, 37.6390771 55.8575319, 37.6391529 55.8574868, 37.6395214 55.8576819, 37.639501 55.857694, 37.6395421 55.8577157, 37.6394277 55.8577838, 37.6393498 55.8577425, 37.6393263 55.8577565, 37.6392658 55.8577245, 37.6391586 55.8576678, 37.639186 55.8576514, 37.6390682 55.857589, 37.6390363 55.857608, 37.638997 55.8575872, 37.6389581 55.8576103, 37.638931 55.8575959, 37.6387831 55.8576839, 37.6388118 55.8576991, 37.6387409 55.8577413, 37.6386553 55.8577922, 37.6386277 55.8577776, 37.6385243 55.8578391, 37.6385537 55.8578546, 37.6384821 55.8578972, 37.6384011 55.8579454, 37.6383739 55.857931, 37.638335 55.8579541, 37.6381871 55.8578758))",,,,13,,Игарский проезд,,,,,,apartments,17,,,,,,,,,,,,"[431592807, 431592820, 431592811, 431592821, 3244755913, 5067449187, 5067449186, 5067449176, 431592822, 431592818, 431592815, 5067449184, 5067449182, 3244755921, 5067449183, 5067449185, 431592817, 5067449178, 5067449177, 5067449179, 431592829, 431592828, 431592827, 3244755927, 431592826, 431592808, 431592819, 431592823, 3244755940, 431592825, 431592824, 431592809, 431592807]",270,П44-1/17 тип 1;П44-4/17 тип 2,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110283,,,,"POLYGON ((37.6362377 55.8580956, 37.6368953 55.8577096, 37.6369624 55.8577457, 37.6370499 55.8576944, 37.6370941 55.8577181, 37.6371402 55.8577428, 37.637214 55.8576995, 37.6376202 55.8579175, 37.637485 55.8579968, 37.6374068 55.8579548, 37.6373807 55.8579702, 37.6373172 55.8579361, 37.6372189 55.8578833, 37.6372443 55.8578684, 37.6371241 55.8578039, 37.637096 55.8578204, 37.6370576 55.8577998, 37.6370194 55.8578222, 37.6369962 55.8578098, 37.6368457 55.8578981, 37.6368725 55.8579125, 37.6367927 55.8579593, 37.6367044 55.8580111, 37.6366758 55.8579958, 37.6365888 55.8580468, 37.6366229 55.8580651, 37.6365368 55.8581156, 37.6364514 55.8581657, 37.6364237 55.8581508, 37.636384 55.8581741, 37.6362377 55.8580956))",,,,17,,Игарский проезд,,,,,,apartments,17,,,,,,,,,,,,"[431592846, 431592853, 431592848, 431592833, 8563453848, 431592840, 431592837, 431592856, 431592839, 431592851, 431592854, 8563453847, 5070108192, 5070108190, 431592847, 5070108191, 431592842, 5070108189, 431592850, 431592834, 431592855, 8563453849, 431592832, 431592831, 431592845, 431592844, 8563453850, 431592835, 431592843, 431592838, 431592846]",266,П44-1/17 тип 1;П44-4/17 тип 2,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110284,,,,"POLYGON ((37.6372589 55.8595947, 37.6380297 55.8600232, 37.6381931 55.8599307, 37.6380967 55.8598771, 37.637904 55.85977, 37.6377113 55.8596628, 37.6375186 55.8595557, 37.6374223 55.8595021, 37.6372589 55.8595947))",,,,6,,Тенистый проезд,,,,,,apartments,4,,,,,,,,,,,,"[431592857, 431592858, 431592859, 4472767046, 4472767002, 4472767032, 4472766984, 431592860, 431592857]",60,1-439А-3,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110285,,,,"POLYGON ((37.6364656 55.8592906, 37.6365988 55.8592154, 37.6367984 55.8593268, 37.6368246 55.8593121, 37.6369179 55.8593642, 37.6368945 55.8593774, 37.6370864 55.8594844, 37.6369405 55.8595668, 37.6367961 55.8594862, 37.6367623 55.8595052, 37.636556 55.85939, 37.6365996 55.8593654, 37.6364656 55.8592906))",,,,4,,Тенистый проезд,,,,,,yes,3,,,,,,,,,,,,"[431592861, 431592862, 431592863, 431592864, 431592865, 431592866, 431592867, 431592868, 431592869, 431592870, 431592871, 431592872, 431592861]",,И-1194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110288,,,,"POLYGON ((37.6407981 55.8616227, 37.6413681 55.8619363, 37.6415534 55.8618303, 37.6414314 55.8617632, 37.6413865 55.8617889, 37.6413464 55.8617668, 37.6411311 55.8616483, 37.6410773 55.8616187, 37.641132 55.8615874, 37.6409932 55.861511, 37.6407981 55.8616227))",,,,10 к1,,Тенистый проезд,,,,,,apartments,4,,,,,,,,,,,,"[431592889, 431592891, 431592892, 431592894, 431592895, 8543268276, 8543268275, 431592897, 431592899, 431592900, 431592889]",32,1-410,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110289,,,,"POLYGON ((37.6402101 55.8612699, 37.6404231 55.8612178, 37.6403332 55.861102, 37.6402434 55.8609864, 37.6400305 55.8610384, 37.6402101 55.8612699))",,,,8,,Тенистый проезд,,,,,,apartments,12,,,,,,,,,,,,"[431592902, 431592907, 8543268280, 431592905, 431592903, 431592902]",84,II-18-01/12,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110290,,,,"POLYGON ((37.6424886 55.8603212, 37.6426379 55.860409, 37.6427684 55.8603392, 37.6429537 55.8602399, 37.6430463 55.8601903, 37.642897 55.8601025, 37.6424886 55.8603212))",,,,12 к2,,Вересковая улица,,,,,,yes,3,,,,,,,,,,,,"[431592909, 431592912, 2274502497, 2274502496, 431592911, 431592910, 431592909]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110291,,,,"POLYGON ((37.6435033 55.8597749, 37.6431421 55.8599684, 37.6432977 55.8600598, 37.6433911 55.8600098, 37.6435696 55.8599141, 37.6436589 55.8598663, 37.6435033 55.8597749))",,,,5,,Ивовая улица,,,,,,yes,3,,,,,,,,,,,,"[431592914, 431592917, 431592918, 2274502495, 2274502494, 431592920, 431592914]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110292,,,,"POLYGON ((37.6439664 55.8600124, 37.6441675 55.8601284, 37.644293 55.8600596, 37.644257 55.8600389, 37.6444843 55.8599143, 37.6447505 55.8600726, 37.644704 55.8601012, 37.6448285 55.8601744, 37.6450478 55.860057, 37.6449506 55.8599998, 37.644492 55.8597302, 37.6439664 55.8600124))",,,,7,,Ивовая улица,,,,,,apartments,4,,,,,,,,,,,,"[431592922, 760767350, 760767360, 760767343, 431592987, 431592988, 431592992, 431592993, 431592991, 8839683766, 431592924, 431592922]",46,1-410-8,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110293,,,,"POLYGON ((37.6439332 55.8591584, 37.6441149 55.859061, 37.6440179 55.859004, 37.6438239 55.8588899, 37.6436298 55.8587758, 37.6434358 55.8586617, 37.6433388 55.8586047, 37.6431571 55.858702, 37.6439332 55.8591584))",,,,4,,Ивовая улица,,,,,,apartments,5,,,,,,,,,,,,"[431592929, 431592938, 2274502493, 2274502491, 2274502490, 2274502489, 431592936, 431592935, 431592929]",80,1-511-4/М,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110295,,,,"POLYGON ((37.6393997 55.8601708, 37.6392018 55.8602801, 37.6393137 55.860346, 37.6396755 55.8605587, 37.6398764 55.8604511, 37.6396455 55.8603153, 37.6393997 55.8601708))",,,,8 с1,,Тенистый проезд,,,,,,school,5,,,,,,,,,,,,"[431592943, 431592946, 5084516677, 431592945, 431592944, 8042851864, 431592943]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110296,,,,"POLYGON ((37.6452041 55.8614924, 37.6458109 55.8611674, 37.6456416 55.8610679, 37.6450348 55.8613929, 37.6452041 55.8614924))",,,,9,,Кольская улица,,,,,,apartments,4,,,,,,,,,,,,"[431592947, 431592948, 431592949, 431592950, 431592947]",36,II-14,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110297,,,,"POLYGON ((37.6444743 55.8618934, 37.6450359 55.8615926, 37.6448468 55.8614814, 37.6443498 55.8617476, 37.6442852 55.8617822, 37.6444743 55.8618934))",,,,11,,Кольская улица,,,,,,apartments,5,,,,,,,,,,,,"[431592951, 431592952, 431592953, 2385617662, 431592954, 431592951]",27,1-410,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110298,,,,"POLYGON ((37.6438888 55.8607101, 37.6440483 55.8608065, 37.6441556 55.8607523, 37.6441959 55.8607756, 37.6441771 55.8607884, 37.6442468 55.860829, 37.64422 55.8608448, 37.6442991 55.8608945, 37.64433 55.860881, 37.6443943 55.8609194, 37.6444104 55.8609111, 37.6444668 55.8609495, 37.6443607 55.8609977, 37.644515 55.8610917, 37.6448262 55.8609291, 37.6446732 55.8608375, 37.6445781 55.86089, 37.6445258 55.8608561, 37.6445446 55.8608456, 37.6444654 55.8607997, 37.6444922 55.8607846, 37.6444239 55.8607425, 37.6443943 55.8607583, 37.6443313 55.8607161, 37.6443085 55.8607267, 37.6442576 55.8606958, 37.6443542 55.8606463, 37.6441932 55.8605498, 37.6438888 55.8607101))",,,,7 к1,,Ивовая улица,,,,,,kindergarten,3,,,,,,,,,,,,"[431592955, 1033592625, 1033592630, 1033592633, 1033592638, 1033592643, 1033592648, 1033592655, 1033592661, 1033592665, 1033592671, 1033592675, 1033592680, 431592956, 431592957, 1033592691, 1033592695, 1033592698, 1033592704, 1033592706, 1033592711, 1033592715, 1033592720, 1033592726, 1033592730, 1033592733, 1033592750, 431592958, 431592955]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110299,,,,"POLYGON ((37.6437547 55.8614896, 37.6440836 55.861683, 37.64423 55.8616045, 37.6439011 55.8614111, 37.6437547 55.8614896))",,,,18,,Вересковая улица,,,,,,yes,3,,,,,,,,,,,,"[431592959, 431592960, 431592961, 431592962, 431592959]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110300,,,,"POLYGON ((37.6437419 55.8627606, 37.6445068 55.8623653, 37.6443125 55.8622469, 37.6441921 55.8623091, 37.6442379 55.862337, 37.6442123 55.8623502, 37.6439802 55.8624703, 37.6437334 55.8625979, 37.6437148 55.8626075, 37.6436702 55.8625804, 37.643549 55.862643, 37.6437419 55.8627606))",,,,13,,Кольская улица,,,,,,apartments,4,,,,,,,,,,,,"[431592963, 431592964, 431592965, 8543268265, 8543268264, 8543268268, 8543268267, 8543268266, 8543268263, 8543268262, 431592966, 431592963]",39,1-410-5,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110301,,,,"POLYGON ((37.6427371 55.8595624, 37.6422056 55.8598471, 37.6425113 55.8600269, 37.6426593 55.8599477, 37.6425118 55.8598609, 37.6426633 55.8597797, 37.6427612 55.8597272, 37.6429111 55.8598153, 37.6430451 55.8597435, 37.6427371 55.8595624))",,,,3,129329,Ивовая улица,,,,,,yes,2,,,,,,,,,,,,"[431592967, 431592968, 705685508, 705685502, 705685505, 4459167864, 705685488, 705685499, 705685496, 431592967]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110302,,,,"POLYGON ((37.6410193 55.859767, 37.6409598 55.8597989, 37.64085 55.8598577, 37.6410263 55.8599613, 37.6411853 55.8600548, 37.6413242 55.8599803, 37.6413545 55.8599641, 37.6410193 55.859767))",,,,8,,Вересковая улица,,"ЗАО ""МОЛ Морстрой""",,,,yes,2,,,,,,,,,,,,"[431592971, 4473603652, 431592974, 4459167800, 431592973, 4459167766, 431592972, 431592971]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110303,,,,"POLYGON ((37.6415029 55.8600937, 37.6413661 55.860166, 37.6413935 55.8601821, 37.6417363 55.8603827, 37.6418747 55.8603071, 37.6419716 55.8602541, 37.6420421 55.8602156, 37.641857 55.8601027, 37.6417604 55.8601509, 37.6418275 55.8601916, 37.6417363 55.8602367, 37.6416344 55.860175, 37.641688 55.8601456, 37.6416209 55.8601042, 37.64157 55.8601313, 37.6415029 55.8600937))",,,,10,,Вересковая улица,,,,,,yes,2,,,,,,,,,,,,"[431592975, 431592978, 4459167871, 431592977, 4459167838, 4459167801, 431592976, 1033517949, 1033517953, 1033517954, 1033517957, 1033517961, 1033517963, 1033517965, 1033517978, 431592975]",,,,,,,,10/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110304,,,,"POLYGON ((37.6404382 55.8601468, 37.6405116 55.8601892, 37.6407383 55.86032, 37.6409533 55.8604441, 37.6411605 55.8605638, 37.6411899 55.8605807, 37.6410882 55.8606362, 37.6412424 55.8607252, 37.6413382 55.8606729, 37.6412754 55.8606367, 37.6413661 55.8605872, 37.6412815 55.8605383, 37.6413263 55.8605139, 37.6405679 55.8600761, 37.6404382 55.8601468))",,,,9,,Вересковая улица,,,,,,apartments,14,,,,,,,,,,,,"[431592979, 8543268285, 8543268284, 8543268283, 8543268282, 431592994, 431592995, 431592997, 431592998, 431592980, 431592981, 5084516690, 5084516689, 431592982, 431592979]",182,П46-3/12;П55-4/12,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110306,,,,"POLYGON ((37.6402142 55.8579249, 37.6409839 55.8578776, 37.6409363 55.8576249, 37.6407243 55.8576375, 37.6407509 55.8577792, 37.6401895 55.8578088, 37.6402142 55.8579249))",,,,11,,Игарский проезд,,,,,,yes,3,,,,,,,,,,,,"[431592999, 431593000, 431593001, 431593002, 431593003, 431593004, 431592999]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110777,,,,"POLYGON ((37.6308698 55.8557594, 37.6307623 55.8556426, 37.630338 55.8557657, 37.6304456 55.8558825, 37.6308698 55.8557594))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[431603739, 431603746, 431603744, 431603741, 431603739]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110778,,,,"POLYGON ((37.6307214 55.8556045, 37.6306225 55.855493, 37.6302033 55.8556102, 37.6303022 55.8557217, 37.6307214 55.8556045))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[431603754, 431603751, 431603748, 431603756, 431603754]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110779,,,,"POLYGON ((37.6310778 55.8555026, 37.6315967 55.8553597, 37.6314927 55.8552407, 37.6309738 55.8553836, 37.6310778 55.8555026))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[431603758, 431603761, 431603763, 431603764, 431603758]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110833,,,,"POLYGON ((37.6299553 55.855816, 37.6301287 55.8557605, 37.6298956 55.8555312, 37.6297222 55.8555868, 37.6299553 55.855816))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[431604139, 431604142, 431604141, 431604140, 431604139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37110834,,,,"POLYGON ((37.6310786 55.8566441, 37.6312733 55.8565999, 37.6310694 55.8563174, 37.6308747 55.8563616, 37.6310786 55.8566441))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[431604143, 431604146, 431604145, 431604144, 431604143]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37764354,,,,"POLYGON ((37.6614618 55.8557254, 37.6615052 55.8557213, 37.6615119 55.855744, 37.6616252 55.8557334, 37.6617384 55.8557228, 37.661732 55.8557012, 37.661883 55.855687, 37.6618893 55.8557081, 37.6620024 55.8556975, 37.6621155 55.8556869, 37.6621096 55.8556672, 37.6623159 55.8556479, 37.6623207 55.8556639, 37.6624006 55.8556564, 37.6623835 55.855599, 37.6624404 55.8555937, 37.6624972 55.8555883, 37.6624864 55.8555522, 37.6624757 55.8555161, 37.6625631 55.8555079, 37.6625519 55.8554701, 37.6625216 55.8554729, 37.662504 55.8554141, 37.6623171 55.8554316, 37.6623465 55.8555306, 37.6622274 55.8555418, 37.6622304 55.8555518, 37.662138 55.8555605, 37.6621347 55.8555495, 37.661852 55.855576, 37.6618552 55.8555865, 37.6617614 55.8555953, 37.6617579 55.8555835, 37.6614691 55.8556105, 37.6614719 55.8556201, 37.6614316 55.8556239, 37.6614618 55.8557254))",,,,5,129343,Берингов проезд,,,,,,apartments,17,,,,,,,,,,,,"[442978139, 1058863309, 1058863256, 2302681880, 1058863327, 1058863343, 1058863443, 1058863399, 2302681879, 1058863241, 1058863365, 1058863287, 1058863414, 442978141, 442978143, 2305893497, 529126105, 2302681878, 529126106, 442978147, 1058863370, 1058863449, 529126103, 529126104, 529126102, 1058863321, 1058863454, 1058863335, 1058863290, 1058863270, 1058863305, 1058863373, 1058863358, 1058863404, 1058863318, 442978151, 442978139]",196,П44-1/17 тип 1;П44-4/17 тип 3,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37764367,,,,"POLYGON ((37.635401 55.8586613, 37.635316 55.8585927, 37.6352661 55.8585044, 37.6353113 55.8584956, 37.635291 55.858463, 37.6352352 55.858373, 37.635196 55.8583807, 37.6351702 55.858335, 37.6349506 55.8583813, 37.6349754 55.8584238, 37.6349161 55.8584354, 37.6349922 55.858558, 37.6350473 55.8585472, 37.6351067 55.8586498, 37.6351905 55.8587135, 37.635213 55.8587347, 37.635151 55.858759, 37.6352611 55.8588477, 37.6353236 55.8588233, 37.6353863 55.8588734, 37.6355677 55.8587959, 37.635511 55.8587501, 37.6355443 55.858737, 37.6355167 55.8587148, 37.6354342 55.8586483, 37.635401 55.8586613))",,,,2 к1,,Тенистый проезд,,,,,,apartments,25,,,,,,,,,,,,"[771332767, 705685492, 771332760, 771332829, 8037591734, 771332849, 771332745, 442978204, 442978205, 771332771, 771332816, 771332922, 771332788, 8037591731, 705685511, 771332782, 771332748, 771332773, 771332853, 442978202, 442978203, 771332812, 771332803, 8037591733, 771332906, 771332767]",191,П44ТМ/25,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37764368,,,,"POLYGON ((37.635979 55.8590842, 37.6360796 55.8590378, 37.6361214 55.8590641, 37.6363623 55.8589554, 37.6366977 55.8588042, 37.6368797 55.8587221, 37.6367542 55.8586396, 37.6360956 55.8589333, 37.6360221 55.8589661, 37.6359084 55.8588908, 37.6357816 55.8589468, 37.635979 55.8590842))",,,,1 к2,,Вересковая улица,,,,,,apartments,17,,,,,,,,,,,,"[442978206, 442978207, 442978208, 8566585716, 8566589017, 442978209, 442978210, 8566585715, 442978211, 442978212, 442978213, 442978206]",192,П44Т-1/17 тип 1;П44Т-4/17 тип 3,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37764370,,,,"POLYGON ((37.6387826 55.8592499, 37.6390117 55.8592298, 37.6388097 55.8585037, 37.6387094 55.8585125, 37.6386913 55.8584477, 37.6385618 55.858459, 37.638546 55.8584023, 37.6376313 55.8584824, 37.6376648 55.8586027, 37.6378392 55.8585874, 37.6381889 55.8585568, 37.6385085 55.8585288, 37.6385802 55.8585225, 37.6386222 55.8586734, 37.6386506 55.8587756, 37.638682 55.8588883, 37.6387385 55.8590913, 37.6387826 55.8592499))",,,,1 к1,,Вересковая улица,,,,,,apartments,17,,,,,,,,,,,,"[442978214, 442978215, 442978216, 666283511, 666283513, 666283512, 442978219, 442978220, 442978222, 8566589018, 8566589019, 8566589020, 442978223, 8566589021, 8566589044, 8566589022, 8566589023, 442978214]",384,П44Т-1/17 тип 1;П44Т-4/17 тип 2,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
