element_type,osmid,nodes,addr:city,addr:housenumber,addr:postcode,addr:street,building,denomination,name,religion,website,geometry,layer,building:levels,shop,man_made,tourism,ways,type,amenity
way,211243175,"[2212633147, 2212633148, 2212633222, 2212633221, 2212633147]",,,,,yes,,,,,"POLYGON ((49.084106 53.8116413, 49.0839974 53.8116421, 49.0839991 53.8117266, 49.0841077 53.8117258, 49.084106 53.8116413))",,,,,,,,
way,211243176,"[2212631306, 2212631307, 2212631332, 2212631329, 2212631306]",,,,,yes,,,,,"POLYGON ((49.0980721 53.8040287, 49.0979185 53.8040299, 49.0979211 53.8041533, 49.0980748 53.8041521, 49.0980721 53.8040287))",,,,,,,,
way,211243177,"[2212632066, 2212632094, 2212632096, 2212632071, 2212632066]",,,,,yes,,,,,"POLYGON ((49.0856203 53.8066456, 49.0856104 53.8067337, 49.0857162 53.8067378, 49.0857262 53.8066497, 49.0856203 53.8066456))",,,,,,,,
way,211243178,"[2212632890, 2212632891, 2212632893, 2212632892, 2212632890]",,,,,yes,,,,,"POLYGON ((49.0823522 53.8096212, 49.0821888 53.8096226, 49.0821899 53.8096659, 49.0823533 53.8096644, 49.0823522 53.8096212))",,,,,,,,
way,211243179,"[2212630887, 2212630939, 2212630938, 2212630886, 2212630887]",,,,,yes,,,,,"POLYGON ((49.0843955 53.802557, 49.0843976 53.8026789, 49.0845887 53.8026778, 49.0845865 53.8025559, 49.0843955 53.802557))",,,,,,,,
way,211243180,"[2212630965, 2212630964, 2212631006, 2212631007, 2212630965]",Хрящёвка,45,,Лесная улица,yes,,,,,"POLYGON ((49.0981343 53.8027407, 49.0979868 53.8027384, 49.0979812 53.8028618, 49.0981287 53.8028641, 49.0981343 53.8027407))",,,,,,,,
way,211243181,"[2212632848, 2212632857, 2212632858, 2212632849, 2212632848]",,,,,yes,,,,,"POLYGON ((49.089023 53.8092178, 49.0890189 53.8093383, 49.0892603 53.8093412, 49.0892645 53.8092207, 49.089023 53.8092178))",,,,,,,,
way,211243182,"[2212630244, 2212630267, 2212630268, 2212630246, 2212630244]",,,,,yes,,,,,"POLYGON ((49.1024342 53.7962989, 49.1024397 53.7970236, 49.1021179 53.7970244, 49.1021124 53.7962997, 49.1024342 53.7962989))",,,,,,,,
way,211243183,"[2212631825, 2212631832, 2212631891, 2212631889, 2212631825]",Хрящёвка,8Б,,Набережная улица,yes,,,,,"POLYGON ((49.0796436 53.8060309, 49.0794639 53.8060324, 49.0794663 53.8061341, 49.079646 53.8061327, 49.0796436 53.8060309))",,,,,,,,
way,211243184,"[2212631483, 2212631482, 2212631497, 2212631498, 2212631483]",,,,,yes,,,,,"POLYGON ((49.0824327 53.8048116, 49.082234 53.80481, 49.0822327 53.8048646, 49.0824314 53.8048662, 49.0824327 53.8048116))",,,,,,,,
way,211243185,"[2212631090, 2212631087, 2212631184, 2212631186, 2212631090]",,,,,yes,,,,,"POLYGON ((49.0963764 53.8031068, 49.0961712 53.8031036, 49.0961594 53.8033734, 49.0963646 53.8033766, 49.0963764 53.8031068))",,,,,,,,
way,211243186,"[2212632332, 2212632335, 2212632348, 2212632347, 2212632332]",,,,,yes,,,,,"POLYGON ((49.0795412 53.807929, 49.079409 53.8079319, 49.0794123 53.8079836, 49.0795445 53.8079807, 49.0795412 53.807929))",,,,,,,,
way,211243187,"[2212632620, 2212632618, 2212632702, 2212632706, 2212632620]",,,,,yes,,,,,"POLYGON ((49.0881269 53.8085749, 49.0879607 53.808573, 49.0879572 53.8086835, 49.0881234 53.8086853, 49.0881269 53.8085749))",,,,,,,,
way,211243188,"[2212631189, 2212631219, 2212631222, 2212631192, 2212631189]",,,,,yes,,,,,"POLYGON ((49.083626 53.8034062, 49.0836095 53.8035617, 49.0836966 53.8035649, 49.0837131 53.8034094, 49.083626 53.8034062))",,,,,,,,
way,211243189,"[2212631297, 2212631296, 2212631315, 2212631316, 2212631297]",Хрящёвка,6,,улица Куйбышева,yes,,,,,"POLYGON ((49.0864194 53.8039657, 49.0862481 53.8039633, 49.0862438 53.8040736, 49.0864151 53.804076, 49.0864194 53.8039657))",,,,,,,,
way,211243190,"[2212631450, 2212631474, 2212631475, 2212631452, 2212631450]",Хрящёвка,13,,улица Ленина,yes,,,,,"POLYGON ((49.0892238 53.8046588, 49.0892148 53.8047611, 49.0894039 53.8047669, 49.0894129 53.8046646, 49.0892238 53.8046588))",,,,,,,,
way,211243192,"[2212630882, 2212630883, 2212630923, 2212630920, 2212630882]",Хрящёвка,44,,Лесная улица,yes,,,,,"POLYGON ((49.0981788 53.802545, 49.0979254 53.8025483, 49.0979276 53.8026073, 49.098181 53.802604, 49.0981788 53.802545))",,,,,,,,
way,211243193,"[2212631323, 2212631362, 2212631363, 2212631325, 2212631323]",,,,,yes,,,,,"POLYGON ((49.0927107 53.8041197, 49.092709 53.8042207, 49.0929178 53.8042219, 49.0929194 53.8041208, 49.0927107 53.8041197))",,,,,,,,
way,211243194,"[2212631513, 2212631514, 2212631535, 2212631534, 2212631513]",Хрящёвка,6,,Набережная улица,yes,,,,,"POLYGON ((49.0796646 53.8049509, 49.0794605 53.8049541, 49.0794637 53.8050252, 49.0796679 53.805022, 49.0796646 53.8049509))",,,,,,,,
way,211243195,"[2212632236, 2212632234, 2212632243, 2212632244, 2212632236]",,,,,yes,,,,,"POLYGON ((49.0863309 53.8072438, 49.0862092 53.8072397, 49.0862029 53.8073033, 49.0863247 53.8073075, 49.0863309 53.8072438))",,,,,,,,
way,211243196,"[2212632977, 2212632976, 2212632982, 2212632983, 2212632977]",,,,,yes,,,,,"POLYGON ((49.0891673 53.8102745, 49.0890259 53.810273, 49.0890236 53.8103519, 49.089165 53.8103533, 49.0891673 53.8102745))",,,,,,,,
way,211243197,"[2212631271, 2212631268, 2212631280, 2212631281, 2212631271]",Хрящёвка,3,,Школьная улица,yes,,,,,"POLYGON ((49.0824626 53.8037975, 49.0822286 53.8037959, 49.0822277 53.8038409, 49.0824617 53.8038425, 49.0824626 53.8037975))",,,,,,,,
way,211243198,"[2212630811, 2212630851, 2212630852, 2212630812, 2212630811]",Хрящёвка,27,,Лесная улица,yes,,,,,"POLYGON ((49.0952952 53.8023615, 49.0952952 53.802475, 49.0955013 53.802475, 49.0955013 53.8023615, 49.0952952 53.8023615))",,,,,,,,
way,211243199,"[2212632940, 2212632941, 2212632956, 2212632954, 2212632940]",,,,,yes,,,,,"POLYGON ((49.0829984 53.810009, 49.0828325 53.8100105, 49.0828345 53.810091, 49.0830004 53.8100895, 49.0829984 53.810009))",,,,,,,,
way,211243200,"[2212631625, 2212631624, 2212631645, 2212631646, 2212631625]",,,,,yes,,,,,"POLYGON ((49.0935062 53.8054765, 49.0933586 53.8054757, 49.0933567 53.8055949, 49.0935043 53.8055957, 49.0935062 53.8054765))",,,,,,,,
way,211243201,"[2212632337, 2212632336, 2212632354, 2212632355, 2212632337]",,,,,yes,,,,,"POLYGON ((49.0800478 53.8079378, 49.079938 53.8079349, 49.0799332 53.8079976, 49.080043 53.8080005, 49.0800478 53.8079378))",,,,,,,,
way,211243202,"[2212631108, 2212631162, 2212631167, 2212631113, 2212631108]",Хрящёвка,35,,улица Степана Разина,yes,,,,,"POLYGON ((49.0888063 53.8031515, 49.0887845 53.8032839, 49.0889263 53.803292, 49.0889481 53.8031597, 49.0888063 53.8031515))",,,,,,,,
way,211243203,"[2212632300, 2212632299, 2212632311, 2212632312, 2212632300]",,,,,yes,,,,,"POLYGON ((49.0832716 53.8077282, 49.0831216 53.8077282, 49.0831216 53.8078241, 49.0832716 53.8078241, 49.0832716 53.8077282))",,,,,,,,
way,211243204,"[2212631467, 2212631477, 2212631479, 2212631468, 2212631467]",,,,,yes,,,,,"POLYGON ((49.0927697 53.8047256, 49.0927655 53.8047888, 49.0929152 53.8047923, 49.0929194 53.8047291, 49.0927697 53.8047256))",,,,,,,,
way,211243205,"[2212631206, 2212631205, 2212631228, 2212631229, 2212631206]",Хрящёвка,1,,Набережная улица,yes,,,,,"POLYGON ((49.0795998 53.8035049, 49.0794593 53.8035037, 49.0794571 53.8036002, 49.0795976 53.8036013, 49.0795998 53.8035049))",,,,,,,,
way,211243206,"[2212631372, 2212631373, 2212631394, 2212631392, 2212631372]",Хрящёвка,8,,улица Куйбышева,yes,,,,,"POLYGON ((49.0863997 53.8042692, 49.0862422 53.8042715, 49.0862461 53.8043645, 49.0864036 53.8043622, 49.0863997 53.8042692))",,,,,,,,
way,211243207,"[2212631647, 2212631643, 2212631689, 2212631692, 2212631647]",Хрящёвка,29,,улица Калинина,yes,,,,,"POLYGON ((49.0815237 53.8055975, 49.0812488 53.8055927, 49.0812406 53.8057561, 49.0815155 53.8057609, 49.0815237 53.8055975))",,,,,,,,
way,211243208,"[2212631565, 2212631566, 2212631594, 2212631593, 2212631565]",,,,,yes,,,,,"POLYGON ((49.0902207 53.80519, 49.0900062 53.8051933, 49.0900109 53.8052986, 49.0902253 53.8052953, 49.0902207 53.80519))",,,,,,,,
way,211243209,"[2212631896, 2212631969, 2212631977, 2212631899, 2212631896]",Хрящёвка,28,,улица Калинина,yes,,,,,"POLYGON ((49.0877953 53.8061343, 49.0877835 53.8062393, 49.0878893 53.8062434, 49.0879012 53.8061385, 49.0877953 53.8061343))",,,,,,,,
way,211243210,"[2212630690, 2212630709, 2212630708, 2212630685, 2212630690]",,,,,yes,,,,,"POLYGON ((49.0917024 53.8020024, 49.091708 53.8020503, 49.0919893 53.8020388, 49.0919837 53.8019909, 49.0917024 53.8020024))",,,,,,,,
way,211243211,"[2212633139, 2212633138, 2212633168, 2212633170, 2212633139]",,,,,yes,,,,,"POLYGON ((49.0807786 53.8116062, 49.0806615 53.8116062, 49.0806615 53.8116753, 49.0807786 53.8116753, 49.0807786 53.8116062))",,,,,,,,
way,211243212,"[2212632579, 2212632576, 2212632661, 2212632663, 2212632579]",,,,,yes,,,,,"POLYGON ((49.0844998 53.8085368, 49.0843621 53.8085368, 49.0843621 53.8086389, 49.0844998 53.8086389, 49.0844998 53.8085368))",,,,,,,,
way,211243213,"[2212630928, 2212630962, 2212630960, 2212630927, 2212630928]",,,,,yes,,,,,"POLYGON ((49.0927855 53.8026461, 49.092787 53.8027367, 49.0929859 53.8027355, 49.0929844 53.8026449, 49.0927855 53.8026461))",,,,,,,,
way,211243214,"[2212631078, 2212631077, 2212631134, 2212631137, 2212631078]",Хрящёвка,,,улица Степана Разина,yes,,,,,"POLYGON ((49.0843025 53.8030895, 49.0841601 53.8030872, 49.0841548 53.8032045, 49.0842972 53.8032067, 49.0843025 53.8030895))",,,,,,,,
way,211243215,"[2212632138, 2212632136, 2212632178, 2212632179, 2212632138]",Хрящёвка,11,,Набережная улица,yes,,,,,"POLYGON ((49.0796361 53.8068635, 49.0795636 53.8068627, 49.0795611 53.8069349, 49.0796336 53.8069358, 49.0796361 53.8068635))",,,,,,,,
way,211243216,"[2212632134, 2212632132, 2212632177, 2212632180, 2212632134]",,,,,yes,,,,,"POLYGON ((49.0857315 53.8068519, 49.085578 53.8068498, 49.0855747 53.8069338, 49.0857282 53.8069359, 49.0857315 53.8068519))",,,,,,,,
way,211243217,"[2212630963, 2212630961, 2212631002, 2212631003, 2212630963]",,,,,yes,,,,,"POLYGON ((49.0873679 53.8027374, 49.0872182 53.8027366, 49.0872162 53.8028552, 49.0873659 53.8028561, 49.0873679 53.8027374))",,,,,,,,
way,211243218,"[2212631657, 2212631658, 2212631679, 2212631677, 2212631657]",Хрящёвка,68,,Лесная улица,yes,,,,,"POLYGON ((49.0994734 53.8056627, 49.09927 53.805666, 49.0992731 53.8057319, 49.0994764 53.8057286, 49.0994734 53.8056627))",,,,,,,,
way,211243219,"[2212631653, 2212631651, 2212631691, 2212631694, 2212631653]",Хрящёвка,31,,улица Калинина,yes,,,,,"POLYGON ((49.0806963 53.8056232, 49.0804432 53.8056184, 49.0804354 53.8057606, 49.0806886 53.8057655, 49.0806963 53.8056232))",,,,,,,,
way,211243220,"[2212632082, 2212632084, 2212632110, 2212632104, 2212632082]",,,,,yes,,,,,"POLYGON ((49.0824012 53.8066897, 49.0819944 53.8066911, 49.081995 53.8067457, 49.0824017 53.8067442, 49.0824012 53.8066897))",,,,,,,,
way,211243221,"[2212630657, 2212630656, 2212630683, 2212630684, 2212630657]",Хрящёвка,48,,Лесная улица,yes,,,,,"POLYGON ((49.0992901 53.8018492, 49.0991258 53.8018492, 49.0991258 53.8019792, 49.0992901 53.8019792, 49.0992901 53.8018492))",,,,,,,,
way,211243222,"[2212631499, 2212631530, 2212631532, 2212631503, 2212631499]",,,,,yes,,,,,"POLYGON ((49.0952497 53.8048884, 49.0952386 53.8050084, 49.0954155 53.8050141, 49.0954267 53.8048941, 49.0952497 53.8048884))",,,,,,,,
way,211243223,"[2212632013, 2212632012, 2212632034, 2212632048, 2212632013]",Хрящёвка,23,,улица Ленина,yes,,,,,"POLYGON ((49.0893676 53.8064532, 49.0891823 53.8064511, 49.0891784 53.8065727, 49.0893637 53.8065748, 49.0893676 53.8064532))",,,,,,,,
way,211243224,"[2212633067, 2212633076, 2212633077, 2212633069, 2212633067]",,,,,yes,,,,,"POLYGON ((49.0793825 53.8110243, 49.079371 53.8110947, 49.0794779 53.8111008, 49.0794895 53.8110304, 49.0793825 53.8110243))",,,,,,,,
way,211243225,"[2212632368, 2212632367, 2212632386, 2212632388, 2212632368]",,,,,yes,,,,,"POLYGON ((49.0823257 53.8081257, 49.082089 53.8081249, 49.0820885 53.8081767, 49.0823252 53.8081775, 49.0823257 53.8081257))",,,,,,,,
way,211243226,"[2212632925, 2212632926, 2212632936, 2212632934, 2212632925]",,,,,yes,,,,,"POLYGON ((49.0822717 53.8099365, 49.0821108 53.809938, 49.0821123 53.8099985, 49.0822733 53.8099971, 49.0822717 53.8099365))",,,,,,,,
way,211243227,"[2212631703, 2212631701, 2212631728, 2212631730, 2212631703]",Хрящёвка,18,,улица Куйбышева,yes,,,,,"POLYGON ((49.0863327 53.8057776, 49.0861988 53.8057765, 49.086197 53.8058519, 49.0863309 53.8058531, 49.0863327 53.8057776))",,,,,,,,
way,211243228,"[2212631081, 2212631125, 2212631126, 2212631082, 2212631081]",Хрящёвка,,,улица Степана Разина,yes,,,,,"POLYGON ((49.0828912 53.803096, 49.0828912 53.8031908, 49.0831062 53.8031908, 49.0831062 53.803096, 49.0828912 53.803096))",,,,,,,,
way,211243229,"[2212631422, 2212631424, 2212631453, 2212631451, 2212631422]",,,,,yes,,,,,"POLYGON ((49.0980937 53.8045451, 49.0979086 53.8045486, 49.0979149 53.8046649, 49.0981 53.8046614, 49.0980937 53.8045451))",,,,,,,,
way,211243230,"[2212632861, 2212632862, 2212632889, 2212632887, 2212632861]",,,,,yes,,,,,"POLYGON ((49.0820864 53.8094642, 49.0819939 53.8094647, 49.0819963 53.8096174, 49.0820888 53.8096169, 49.0820864 53.8094642))",,,,,,,,
way,211243231,"[2212632946, 2212632945, 2212632959, 2212632960, 2212632946]",Хрящёвка,43,,улица Ленина,yes,,,,,"POLYGON ((49.0891844 53.8100455, 49.0890356 53.8100455, 49.0890356 53.8101046, 49.0891844 53.8101046, 49.0891844 53.8100455))",,,,,,,,
way,211243232,"[2212632208, 2212632209, 2212632222, 2212632221, 2212632208]",,,,,yes,,,,,"POLYGON ((49.0823106 53.8070772, 49.0821134 53.8070787, 49.0821155 53.8071747, 49.0823126 53.8071732, 49.0823106 53.8070772))",,,,,,,,
way,211243233,"[2212631330, 2212631328, 2212631376, 2212631377, 2212631330]",ХрящёвкаМ,,,улица Куйбышева,yes,,,,,"POLYGON ((49.085531 53.8041523, 49.0852942 53.8041491, 49.0852888 53.8042869, 49.0855256 53.8042901, 49.085531 53.8041523))",,,,,,,,
way,211243234,"[2212631505, 2212631504, 2212631536, 2212631537, 2212631505]",,,,,yes,,,,,"POLYGON ((49.0962116 53.8048959, 49.0960306 53.8048959, 49.0960306 53.8050341, 49.0962116 53.8050341, 49.0962116 53.8048959))",,,,,,,,
way,211243235,"[2212631697, 2212631695, 2212631737, 2212631739, 2212631697]",,,,,yes,,,,,"POLYGON ((49.0918333 53.8057705, 49.0916188 53.8057689, 49.0916167 53.8058656, 49.0918311 53.8058673, 49.0918333 53.8057705))",,,,,,,,
way,211243236,"[2212632607, 2212632605, 2212632681, 2212632684, 2212632607]",,,,,yes,,,,,"POLYGON ((49.0856704 53.808567, 49.0855399 53.808567, 49.0855399 53.8086629, 49.0856704 53.8086629, 49.0856704 53.808567))",,,,,,,,
way,211243237,"[2212630050, 2212630102, 2212630103, 2212630052, 2212630050]",,,,,yes,,,,,"POLYGON ((49.1013511 53.7944417, 49.1013408 53.7951458, 49.1017206 53.7951477, 49.1017309 53.7944436, 49.1013511 53.7944417))",,,,,,,,
way,211243238,"[2212633099, 2212633098, 2212633108, 2212633109, 2212633099]",Хрящёвка,43,,Школьная улица,yes,,,,,"POLYGON ((49.0822571 53.8113246, 49.0821059 53.8113246, 49.0821059 53.8114412, 49.0822571 53.8114412, 49.0822571 53.8113246))",,,,,,,,
way,211243239,"[2212631223, 2212631224, 2212631235, 2212631234, 2212631223]",,,,,yes,,,,,"POLYGON ((49.0853704 53.8035689, 49.0852452 53.8035721, 49.0852487 53.8036191, 49.0853738 53.8036159, 49.0853704 53.8035689))",,,,,,,,
way,211243240,"[2212630954, 2212630970, 2212630971, 2212630955, 2212630954]",Хрящёвка,9,,улица Куйбышева,yes,,,,,"POLYGON ((49.085648 53.802721, 49.085648 53.8027757, 49.0857189 53.8027757, 49.0857189 53.802721, 49.085648 53.802721))",,,,,,,,
way,211243241,"[2212632924, 2212632923, 2212632938, 2212632939, 2212632924]",,,,,yes,,,,,"POLYGON ((49.0851678 53.8099114, 49.0849727 53.8099114, 49.0849727 53.8100079, 49.0851678 53.8100079, 49.0851678 53.8099114))",,,,,,,,
way,211243243,"[2212630095, 2212630096, 2212630101, 2212630100, 2212630095]",,,,,yes,,,,,"POLYGON ((49.1020647 53.795025, 49.1018494 53.7950278, 49.1018533 53.7951341, 49.1020686 53.7951314, 49.1020647 53.795025))",,,,,,,,
way,211243245,"[2212631347, 2212631368, 2212631370, 2212631352, 2212631347]",Хрящёвка,9,,улица Ленина,yes,,,,,"POLYGON ((49.0893361 53.8042018, 49.0893296 53.8042571, 49.0894438 53.8042618, 49.0894503 53.8042064, 49.0893361 53.8042018))",,,,,,,,
way,211243246,"[2212630992, 2212630993, 2212631015, 2212631014, 2212630992]",,,,,yes,,,,,"POLYGON ((49.0886204 53.8028235, 49.0884195 53.8028247, 49.0884208 53.8029004, 49.0886216 53.8028992, 49.0886204 53.8028235))",,,,,,,,
way,211243247,"[2212630659, 2212630679, 2212630681, 2212630661, 2212630659]",,3,,улица Куйбышева,yes,,,,,"POLYGON ((49.0854663 53.8018578, 49.0854589 53.8019634, 49.0856972 53.8019692, 49.0857046 53.8018636, 49.0854663 53.8018578))",,,,,,,,
way,211243248,"[2212631629, 2212631628, 2212631642, 2212631644, 2212631629]",,,,,yes,,,,,"POLYGON ((49.0902318 53.8054975, 49.0899979 53.8054959, 49.0899959 53.8055911, 49.0902299 53.8055928, 49.0902318 53.8054975))",,,,,,,,
way,211243249,"[2212631858, 2212631940, 2212631946, 2212631864, 2212631858]",,,,,yes,,,,,"POLYGON ((49.0847592 53.8060787, 49.0847503 53.8061787, 49.0848849 53.8061829, 49.0848938 53.8060828, 49.0847592 53.8060787))",,,,,,,,
way,211243250,"[2212632784, 2212632783, 2212632813, 2212632817, 2212632784]",,,,,yes,,,,,"POLYGON ((49.0856397 53.8089756, 49.0855204 53.8089744, 49.085518 53.8090608, 49.0856372 53.809062, 49.0856397 53.8089756))",,,,,,,,
way,211243251,"[2212632950, 2212632952, 2212632967, 2212632966, 2212632950]",,,,,yes,,,,,"POLYGON ((49.0862994 53.8100763, 49.086175 53.8100806, 49.0861843 53.810174, 49.0863087 53.8101697, 49.0862994 53.8100763))",,,,,,,,
way,211243252,"[2212632583, 2212632581, 2212632687, 2212632691, 2212632583]",,,,,yes,,,,,"POLYGON ((49.0868436 53.808543, 49.0867188 53.8085415, 49.0867146 53.8086664, 49.0868394 53.8086679, 49.0868436 53.808543))",,,,,,,,
way,211243253,"[2212633096, 2212633095, 2212633104, 2212633105, 2212633096]",Хрящёвка,44,,Школьная улица,yes,,,,,"POLYGON ((49.0829959 53.8112977, 49.0828008 53.8112934, 49.0827933 53.811412, 49.0829884 53.8114163, 49.0829959 53.8112977))",,,,,,,,
way,211243254,"[2212631525, 2212631528, 2212631549, 2212631547, 2212631525]",,,,,yes,,,,,"POLYGON ((49.0833457 53.8049973, 49.0831524 53.8050021, 49.0831577 53.8050762, 49.083351 53.8050714, 49.0833457 53.8049973))",,,,,,,,
way,211243255,"[2212630861, 2212630912, 2212630913, 2212630862, 2212630861]",Хрящёвка,39,,Лесная улица,yes,,,,,"POLYGON ((49.097306 53.8024996, 49.097306 53.8025997, 49.097499 53.8025997, 49.097499 53.8024996, 49.097306 53.8024996))",,,,,,,,
way,211243256,"[2212633052, 2212633051, 2212633072, 2212633073, 2212633052]",,,,,yes,,,,,"POLYGON ((49.0822717 53.8109128, 49.0821303 53.8109128, 49.0821303 53.8110639, 49.0822717 53.8110639, 49.0822717 53.8109128))",,,,,,,,
way,211243257,"[2212632592, 2212632590, 2212632650, 2212632652, 2212632592]",,,,,yes,,,,,"POLYGON ((49.0841451 53.8085493, 49.0840551 53.8085493, 49.0840551 53.8086275, 49.0841451 53.8086275, 49.0841451 53.8085493))",,,,,,,,
way,211243258,"[2212631345, 2212631343, 2212631382, 2212631383, 2212631345]",,,,,yes,,,,,"POLYGON ((49.0954296 53.8041986, 49.0952536 53.8041983, 49.095253 53.8043308, 49.095429 53.804331, 49.0954296 53.8041986))",,,,,,,,
way,211243259,"[2212633080, 2212633079, 2212633089, 2212633090, 2212633080]",,,,,yes,,,,,"POLYGON ((49.0856677 53.8111094, 49.0855165 53.8111094, 49.0855165 53.8112044, 49.0856677 53.8112044, 49.0856677 53.8111094))",,,,,,,,
way,211243260,"[2212632292, 2212632297, 2212632310, 2212632309, 2212632292]",Хрящёвка,14,,Набережная улица,yes,,,,,"POLYGON ((49.0795562 53.8077006, 49.0793965 53.807705, 49.0794056 53.8078202, 49.0795654 53.8078158, 49.0795562 53.8077006))",,,,,,,,
way,211243261,"[2212632183, 2212632181, 2212632199, 2212632201, 2212632183]",,,,,yes,,,,,"POLYGON ((49.0863609 53.8069448, 49.0862021 53.8069448, 49.0862021 53.807024, 49.0863609 53.807024, 49.0863609 53.8069448))",,,,,,,,
way,211243262,"[2212630977, 2212630976, 2212631012, 2212631013, 2212630977]",,,,,yes,,,,,"POLYGON ((49.0879784 53.8027909, 49.0877578 53.8027898, 49.0877562 53.8028956, 49.0879768 53.8028967, 49.0879784 53.8027909))",,,,,,,,
