element_type,osmid,geometry,ref,amenity,building,denomination,name,place_of_worship:type,ref:temples.ru,religion,start_date,building:levels,shop,tickets:suburban_train,addr:housenumber,addr:street,access,operator,wheelchair,historic,name:ru,addr:city,description,brand,brand:wikidata,brand:wikipedia,contact:phone,contact:website,opening_hours,operator:wikidata,operator:wikipedia,official_name,tourism,cuisine,takeaway,parking,capacity,fee,vending,man_made,nodes,addr:country,addr:postcode,roof:material,roof:shape,building:colour,roof:colour,height,brand:en,contact:email,contact:facebook,contact:instagram,contact:ok,contact:vk,delivery,internet_access,name:en,toilets,wheelchair:description:ru,building:flats,stars,abandoned,source,building:material,design:ref,phone,health_facility:type,healthcare,alt_name,emergency,addr:province,location,power,substation,office,building:part,telecom,website,health_specialty:microbiology,medical_system:western,health_specialty:gynaecology,provided_for:female,layer,government,start,note,pipeline,substance,smoking,addr:place,addr:housenumber1,addr:street1,roof:levels,health_specialty:emergency_medicine,service_times,fixme,building:use,leisure,sport,addr:district,dispensing,landuse,trade,health_specialty:addiction_medicine,check_date,ruins,outdoor_seating,brand:ru,diet:vegetarian,tower:type,service,building:levels:underground,energy_class,building:min_level,roof:direction,generator:method,generator:output:hot_water,generator:source,generator:type,name:uk,street_cabinet,contact:twitter,opening_date,disused,source:addr,construction,ways,type,public_transport,building:parts,education,education_form:fulltime,education_level:primary,education_level:secondary,education_profile:general,education_system:ru_standard
way,37609603,"POLYGON ((37.8667705 55.6832442, 37.8671724 55.6831908, 37.8672214 55.6833079, 37.8672703 55.683425, 37.8668684 55.6834784, 37.8667705 55.6832442))",,,apartments,,,,,,2007,17,,,69,3-е Почтовое отделение,,,,,,,,,,,,,,,,,,,,,,,,,"[440847711, 440847714, 7762349650, 440847713, 440847710, 440847711]",,140008,,,,8f8b8c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37609604,"POLYGON ((37.8677679 55.6829728, 37.8676924 55.6829771, 37.8676292 55.6829661, 37.8675856 55.6829396, 37.8675629 55.6829097, 37.8675692 55.6828826, 37.8677629 55.6828337, 37.8678047 55.6828454, 37.8678369 55.6828751, 37.8678348 55.6828966, 37.8678305 55.6829209, 37.8678188 55.6829414, 37.8677972 55.6829597, 37.8677679 55.6829728))",,,yes,,,,,,,,,,53Б,3-е Почтовое отделение,,,,,,,,,,,,,,,,,,,,,,,,,"[440847716, 440847717, 440847718, 440847719, 440847720, 440847721, 440847723, 440847724, 440847725, 440847727, 440847728, 440847731, 440847732, 440847716]",,,,hipped,red,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37676852,"POLYGON ((37.9061025 55.6948089, 37.9061216 55.6945872, 37.9063371 55.6945931, 37.9063304 55.6946712, 37.9065458 55.6946771, 37.9065529 55.6945947, 37.9068066 55.6946016, 37.9067996 55.6946831, 37.9067574 55.694682, 37.9067458 55.6948167, 37.9067907 55.6948179, 37.9067768 55.6949792, 37.906738 55.6949781, 37.9067333 55.6950328, 37.9069312 55.6950382, 37.9069383 55.6949554, 37.907171 55.6949618, 37.9071646 55.6950353, 37.907115 55.695034, 37.9071082 55.6951127, 37.9071646 55.6951142, 37.9071581 55.6951899, 37.9069305 55.6951837, 37.9069388 55.6950874, 37.9067385 55.6950819, 37.906736 55.6951111, 37.9067687 55.695112, 37.9067635 55.6951721, 37.9065182 55.6951654, 37.9065321 55.6950043, 37.9064984 55.6950034, 37.9065031 55.6949491, 37.9064705 55.6949482, 37.9064834 55.6947987, 37.9065165 55.6947996, 37.9065207 55.6947516, 37.9065532 55.6947525, 37.9065547 55.6947353, 37.9063296 55.6947291, 37.9063222 55.6948149, 37.9061025 55.6948089))",,,yes,,,,,,,,,,13,улица Воинов-Интернационалистов,,,,,,,,,,,,,,,,,,,,,,,,,"[441727833, 441727835, 441727837, 441727838, 441727840, 441727841, 441727843, 441727844, 441727846, 441727851, 441727853, 441727854, 441727856, 441727858, 441727859, 441727861, 441727862, 441727864, 441727865, 441727867, 441727869, 441727870, 441727872, 441727873, 441727875, 441727876, 441727878, 441727880, 441727881, 441727883, 441727884, 441727886, 441727888, 441727889, 441727891, 441727892, 441727894, 441727895, 441727897, 441727902, 441727833]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37688238,"POLYGON ((37.9007992 55.6915864, 37.9004105 55.6916221, 37.9003757 55.6915021, 37.9005128 55.6914895, 37.9004781 55.6913695, 37.9003335 55.6913828, 37.9002927 55.6912415, 37.9004356 55.6912284, 37.9004423 55.6912519, 37.9006787 55.6912302, 37.9006714 55.6912052, 37.900954 55.6911792, 37.9009604 55.6912008, 37.9010561 55.691192, 37.9010244 55.6910818, 37.9008792 55.6910951, 37.9008418 55.6909656, 37.9009707 55.6909537, 37.9009786 55.6909813, 37.9011166 55.6909687, 37.9011076 55.6909372, 37.9012403 55.690925, 37.901277 55.6910518, 37.9011082 55.6910673, 37.9011404 55.6911789, 37.9011916 55.6911742, 37.9011863 55.691156, 37.9012917 55.6911463, 37.9013312 55.6912829, 37.9011307 55.6913013, 37.9010488 55.6913088, 37.9010542 55.6913276, 37.900959 55.6913363, 37.9009643 55.6913545, 37.9007021 55.6913786, 37.9006968 55.6913601, 37.9006126 55.6913679, 37.9006074 55.6913497, 37.9005771 55.6913525, 37.9006134 55.6914779, 37.9007639 55.691464, 37.9007992 55.6915864))",,,yes,,,,,,,,,,23,улица Побратимов,,,,,,,,,,,,,,,,,,,,,,,,,"[441928118, 441928109, 441928132, 441928119, 441928075, 441928071, 441928078, 441928088, 441928098, 441928112, 441928123, 441928134, 441928069, 441928081, 441928083, 441928091, 441928094, 441928104, 441928108, 441928115, 441928125, 441928130, 441928131, 441928136, 441928126, 441928110, 441928102, 441928093, 441928096, 7769823973, 441928085, 441928076, 441928067, 441928133, 441928129, 441928122, 441928114, 441928106, 441928100, 441928092, 441928073, 441928118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37688240,"POLYGON ((37.8994371 55.6923094, 37.8990483 55.692345, 37.8990137 55.692225, 37.8991507 55.6922124, 37.8991161 55.6920924, 37.8989714 55.6921057, 37.8989306 55.6919645, 37.8990735 55.6919513, 37.8990803 55.6919748, 37.8993166 55.6919531, 37.8993093 55.6919281, 37.899592 55.6919022, 37.8995982 55.6919237, 37.8996941 55.6919149, 37.8996622 55.6918047, 37.8995172 55.691818, 37.8994797 55.6916885, 37.8996085 55.6916766, 37.8996165 55.6917043, 37.8997545 55.6916916, 37.8997454 55.6916601, 37.8998783 55.6916479, 37.8999149 55.6917747, 37.899746 55.6917902, 37.8997783 55.6919018, 37.8998295 55.6918971, 37.8998243 55.6918789, 37.8999297 55.6918692, 37.8999691 55.6920058, 37.8997725 55.6920238, 37.8996867 55.6920317, 37.8996921 55.6920505, 37.8995969 55.6920593, 37.8996022 55.6920774, 37.89934 55.6921015, 37.8993347 55.6920831, 37.8992506 55.6920908, 37.8992453 55.6920727, 37.8992151 55.6920754, 37.8992513 55.6922007, 37.8994018 55.6921869, 37.8994371 55.6923094))",,,yes,,,,,,,,,,21,улица Побратимов,,,,,,,,,,,,,,,,,,,,,,,,,"[441928187, 441928190, 441928185, 441928199, 441928160, 441928146, 441928148, 441928166, 441928145, 441928194, 441928182, 441928202, 441928162, 441928197, 441928167, 441928171, 441928155, 441928179, 441928173, 441928157, 441928195, 441928140, 441928191, 441928177, 441928147, 441928198, 441928193, 441928168, 441928139, 7769823974, 441928196, 441928201, 441928151, 441928143, 441928200, 441928165, 441928142, 441928175, 441928137, 441928188, 441928159, 441928187]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37808587,"POLYGON ((37.9025994 55.6330484, 37.9025713 55.6330109, 37.9028622 55.6329415, 37.9028902 55.632979, 37.9025994 55.6330484))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[443458757, 443458758, 443458759, 443458760, 443458757]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37808588,"POLYGON ((37.903142 55.6331131, 37.9030413 55.6329645, 37.9032016 55.6329299, 37.9033023 55.6330785, 37.903142 55.6331131))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[443458763, 443458765, 443458766, 443458767, 443458763]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37808589,"POLYGON ((37.9027925 55.6327637, 37.9029508 55.6327304, 37.9028871 55.6326338, 37.9027288 55.632667, 37.9027925 55.6327637))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[443458768, 443458769, 443458770, 443458771, 443458768]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37808590,"POLYGON ((37.9023506 55.6327533, 37.9025752 55.6327013, 37.9025367 55.6326483, 37.9023121 55.6327003, 37.9023506 55.6327533))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[443458772, 443458773, 443458774, 443458775, 443458772]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38378956,"POLYGON ((37.8664002 55.690021, 37.8663068 55.6899879, 37.8662541 55.6899428, 37.8662372 55.6899026, 37.8662505 55.6898455, 37.8662777 55.6898152, 37.8663403 55.6897792, 37.8664106 55.6897602, 37.866474 55.6897546, 37.8665283 55.6897574, 37.8665935 55.6897706, 37.8666546 55.6897966, 37.8666876 55.689821, 37.8667159 55.6898602, 37.8667223 55.6898913, 37.8667127 55.6899297, 37.8666882 55.6899615, 37.866666 55.6899792, 37.8666192 55.6900035, 37.8665502 55.6900225, 37.866491 55.6900283, 37.8664002 55.690021))",,,apartments,,,,,,2008,22,,,20 к2,Октябрьский проспект,,,,,,,,,,,,,,,,,,,,,,,,,"[453518269, 453518211, 453518215, 453518218, 453518221, 453518223, 453518225, 453518227, 453518228, 453518230, 453518234, 453518237, 453518239, 453518243, 453518245, 453518248, 453518250, 453518253, 453518259, 453518262, 453518266, 453518269]",,140002,,,,#8f8b8c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38378957,"POLYGON ((37.8659337 55.6893815, 37.8662542 55.6895748, 37.8660342 55.6896907, 37.8657116 55.6894961, 37.8647172 55.6900197, 37.8645111 55.6898954, 37.8655992 55.6893224, 37.8658074 55.689448, 37.8659337 55.6893815))",,,apartments,,,,,,2006,17,,,7,улица Кирова,,,,,,,,,,,,,,,,,,,,,,,,,"[453518272, 453518275, 453518278, 453518283, 453518293, 453518297, 453518300, 453518304, 453518272]",,140002,,,,#8f8b8c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38378958,"POLYGON ((37.8647962 55.6903477, 37.8653188 55.6906617, 37.8655001 55.6905658, 37.8649774 55.6902518, 37.8647962 55.6903477))",,,apartments,,,,,,2003,17,,,5,улица Кирова,,,,,,,,,,,,,,,,,,,,,,,,,"[453518307, 453518311, 453518314, 453518316, 453518307]",,140002,,,,,,,,,,,,,,,,,134,,,,,С222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38378959,"POLYGON ((37.8647631 55.6910208, 37.8656198 55.6915333, 37.8657667 55.6914524, 37.86491 55.6909399, 37.8647631 55.6910208))",,,apartments,,,,,,1996,14,,,14,Октябрьский проспект,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[453518321, 453518324, 453518327, 453518330, 453518321]",,140002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38378960,"POLYGON ((37.8671597 55.6913264, 37.8671835 55.6909009, 37.8669072 55.690896, 37.8668835 55.6913215, 37.8671597 55.6913264))",,,apartments,,,,,,2004,17,,,18 к1,Октябрьский проспект,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[453518332, 453518333, 453518334, 453518336, 453518332]",,,,,,,,,,,,,,,,,,,128,,,,,222-01/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38378961,"POLYGON ((37.8665311 55.6913007, 37.8662406 55.6912996, 37.8662353 55.6917296, 37.8665258 55.6917307, 37.8665311 55.6913007))",,,apartments,,,,,,,17,,,16,Октябрьский проспект,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[453518343, 453518351, 453518348, 453518346, 453518343]",,,,,,,,,,,,,,,,,,,,,,,,222-01/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38378962,"POLYGON ((37.8677856 55.6897132, 37.8677903 55.6898743, 37.8679555 55.6898728, 37.8679551 55.6898587, 37.868315 55.6898553, 37.8683154 55.689868, 37.8684837 55.6898664, 37.868479 55.6897068, 37.8680453 55.6897108, 37.8677856 55.6897132))",,,school,,,,,,,5,,,24А,Октябрьский проспект,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[453518353, 453518359, 2559745642, 2559745640, 2559745649, 2559745647, 453518357, 453518355, 5443342469, 453518353]",,140002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38378963,"POLYGON ((37.8664213 55.6910784, 37.8666482 55.6909529, 37.8664971 55.6908661, 37.8662702 55.6909917, 37.8664213 55.6910784))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[453518363, 453518366, 453518369, 453518371, 453518363]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38378964,"POLYGON ((37.8662694 55.6908941, 37.8663766 55.6908383, 37.8663039 55.6907939, 37.8661966 55.6908497, 37.8662694 55.6908941))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[453518373, 453518376, 453518378, 453518381, 453518373]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38378965,"POLYGON ((37.8658599 55.6910014, 37.8659671 55.6909432, 37.8657958 55.6908428, 37.8656885 55.6909009, 37.8658599 55.6910014))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[453518391, 453518396, 453518399, 453518404, 453518391]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38378966,"POLYGON ((37.8622293 55.6920793, 37.8633841 55.6927628, 37.863581 55.6926571, 37.8624261 55.6919736, 37.8622293 55.6920793))",,,apartments,,,,,,2002,10,,,8 к2,Октябрьский проспект,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[453518407, 453518411, 453518415, 453518431, 453518407]",RU,140002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38378967,"POLYGON ((37.8649227 55.6926562, 37.8652534 55.6924732, 37.8652061 55.6924416, 37.8655404 55.6922741, 37.8654862 55.6922395, 37.8658072 55.6920797, 37.8660254 55.6920297, 37.8660117 55.6920087, 37.8660564 55.6919986, 37.8660818 55.6920163, 37.8661072 55.6920508, 37.8661101 55.6920802, 37.8661027 55.6921062, 37.8660773 55.6921407, 37.86604 55.6921676, 37.8660042 55.6921886, 37.8659819 55.6921987, 37.8659461 55.6921743, 37.8658884 55.6922039, 37.8656353 55.6923299, 37.8656868 55.6923627, 37.8653531 55.6925299, 37.8654059 55.6925599, 37.8650751 55.6927428, 37.8649227 55.6926562))",,,apartments,,,,,,2003,14,,,10 к1,Октябрьский проспект,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[453518474, 453518475, 453551378, 453551388, 453551381, 453551382, 453563657, 453563641, 453563642, 453563644, 453563645, 453563647, 453563648, 453563650, 453563651, 453563653, 453563654, 453563656, 453551409, 453551389, 453551379, 453551387, 453518476, 453518477, 453518474]",,140002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38379326,"POLYGON ((37.8604125 55.6906615, 37.8605105 55.6906339, 37.860497 55.6906196, 37.8605747 55.6905948, 37.8606017 55.6906063, 37.8607554 55.6905663, 37.8608179 55.6906091, 37.8602904 55.6909065, 37.8602152 55.6907654, 37.8602317 55.6907377, 37.8604277 55.6906777, 37.8604125 55.6906615))",,,yes,,,,,,,4,,,1Б,улица Маршала Полубоярова,,,,,,Москва,,,,,,,,,,,,,,,,,,,"[453525096, 453525097, 453525103, 453525105, 453525107, 453525109, 453525111, 453525113, 453525134, 453525115, 453525117, 453525096]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38379327,"POLYGON ((37.8602904 55.6909065, 37.8604171 55.6909855, 37.860385 55.6909989, 37.860412 55.6910189, 37.8603749 55.6910379, 37.8607702 55.6912722, 37.8605438 55.6913893, 37.8601502 55.6911503, 37.8600201 55.6908684, 37.8600927 55.6908303, 37.8600843 55.6908075, 37.8602152 55.6907654, 37.8602904 55.6909065))",,,yes,,"ТЦ ""Пятачок""",,,,,3,,,1,улица Маршала Полубоярова,,,,,,Москва,,,,,,,,,,,,,,,,,,,"[453525113, 453525118, 453525121, 453525122, 453525124, 453525125, 453525127, 453525128, 453525130, 453525131, 453525132, 453525134, 453525113]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38381993,"POLYGON ((37.8760602 55.6812016, 37.8763399 55.6810632, 37.8768798 55.6814099, 37.8766957 55.681501, 37.8762587 55.6812204, 37.8761631 55.6812677, 37.8760602 55.6812016))",,,yes,,,,,,,1,,,30 с2,3-е Почтовое отделение,,,,,,,,,,,,,,,,,,,,,,,,,"[453542996, 453542997, 453542998, 453542999, 453543000, 453543001, 453542996]",,140003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38383265,"POLYGON ((37.8656206 55.6918354, 37.8657914 55.6920703, 37.8660065 55.6920206, 37.8658358 55.6917857, 37.8656206 55.6918354))",,,apartments,,,,,,,14,,,10 к1,Октябрьский проспект,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[453551383, 453551384, 453551385, 453551386, 453551383]",RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38383266,"POLYGON ((37.8644553 55.691643, 37.8650663 55.6919956, 37.865257 55.6918906, 37.864646 55.691538, 37.8644553 55.691643))",,,apartments,,,,,,2002,10,,,10 к2,Октябрьский проспект,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[453551413, 453551415, 453551418, 453551419, 453551413]",RU,140002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38383267,"POLYGON ((37.8632159 55.6917577, 37.8633721 55.691852, 37.8645688 55.6912221, 37.8644126 55.6911279, 37.8632159 55.6917577))",,,apartments,,,,,,1997,10,,,12,Октябрьский проспект,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[453551421, 453551428, 453551426, 453551424, 453551421]",,140002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38383268,"POLYGON ((37.8624686 55.6916925, 37.862709 55.6918503, 37.8628996 55.6917583, 37.86266 55.6915936, 37.8624686 55.6916925))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[453551431, 453551433, 453551435, 453551438, 453551431]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38383270,"POLYGON ((37.8630726 55.6906754, 37.8632747 55.6907955, 37.864329 55.6902319, 37.864127 55.6901118, 37.8630726 55.6906754))",,,apartments,,,,,,2005,17,,,3,улица Кирова,,,,,,,,,,,,,,,,,,,,,,,,,"[453551440, 453551447, 453551445, 453551442, 453551440]",,140002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38383272,"POLYGON ((37.8628429 55.6909384, 37.8630317 55.6910498, 37.8618938 55.6916627, 37.8620982 55.6917832, 37.8618914 55.6918946, 37.8614982 55.6916628, 37.8628429 55.6909384))",,,apartments,,,,,,2004,17,,,1,улица Кирова,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[453551448, 453551450, 453551452, 453551454, 453551456, 453551458, 453551448]",,140002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38383273,"POLYGON ((37.863672 55.6921205, 37.8638496 55.6920236, 37.8638817 55.6920423, 37.8639974 55.6919791, 37.8642047 55.6919805, 37.8643176 55.6920462, 37.8643453 55.6920311, 37.8645205 55.6921331, 37.8644728 55.6921591, 37.8645423 55.6921996, 37.8643832 55.6922863, 37.8641549 55.6921534, 37.8641706 55.6921448, 37.8641027 55.6921052, 37.8640263 55.6921469, 37.86404 55.6921549, 37.8637967 55.6922876, 37.863666 55.6922115, 37.8636953 55.6921955, 37.8636594 55.6921746, 37.8637139 55.6921449, 37.863672 55.6921205))",,,apartments,,,,,,2003,10,,,8 к3,Октябрьский проспект,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[453551460, 453551461, 453551463, 453551465, 453551467, 453551469, 453551472, 453551474, 453551476, 453551478, 453551480, 453551482, 453551484, 453551487, 453551489, 453551491, 453551493, 453551495, 453551497, 453551499, 453551500, 453551460]",RU,140002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38383274,"POLYGON ((37.8639053 55.6924672, 37.8640575 55.6925548, 37.8642142 55.6924684, 37.864062 55.6923808, 37.8639053 55.6924672))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[453551502, 453551504, 453551507, 453551508, 453551502]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38383276,"POLYGON ((37.8645316 55.6925835, 37.8646458 55.6925261, 37.864551 55.6924662, 37.8644368 55.6925236, 37.8645316 55.6925835))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[453551510, 453551512, 453551513, 453551515, 453551510]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38605805,"POLYGON ((37.9022455 55.6908434, 37.9023714 55.6907772, 37.9012409 55.6900949, 37.901115 55.6901611, 37.9012733 55.6902567, 37.9015014 55.6903943, 37.9017593 55.69055, 37.902074 55.6907399, 37.9022455 55.6908434))",,,apartments,,,,,,1986,9,,,9,Комсомольский проспект,,,,,,,,,,,,,,,,,,,,,,,,,"[506662303, 2010144421, 2010144420, 506662301, 7769823965, 7769823966, 7769823967, 7769823968, 506662303]",,140013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38605806,"POLYGON ((37.89928 55.6975369, 37.8994757 55.6975952, 37.9001751 55.6968496, 37.8999793 55.6967913, 37.8998627 55.6969156, 37.8997 55.6970891, 37.8995302 55.6972702, 37.8993869 55.6974229, 37.89928 55.6975369))",,,apartments,,,,,,,9,,,32/2,улица Попова,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[506662629, 506662631, 506662633, 1902175409, 7770011558, 7770011557, 7770011556, 7770011555, 506662629]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38605807,"POLYGON ((37.8991026 55.6966005, 37.8990055 55.6967067, 37.8989084 55.6968129, 37.8988019 55.6969293, 37.8986845 55.6970577, 37.8985747 55.6971777, 37.8984859 55.6972749, 37.8983904 55.6973793, 37.8986036 55.6974412, 37.8993158 55.6966624, 37.8991026 55.6966005))",,,apartments,,,,,,,5,,,30,улица Попова,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[457282667, 7770011554, 7770011553, 7770011552, 7770011551, 7770011550, 7770011549, 1902175441, 506662634, 506662635, 457282667]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
