element_type,osmid,geometry,amenity,building,name,shop,nodes,addr:housenumber,addr:street,addr:postcode,building:levels,description,addr:city,building:flats,start_date,phone,leisure,source:addr,operator,brand,brand:en,brand:wikidata,brand:wikipedia,contact:phone,contact:website,name:en,name:ru,opening_hours,ref,bus,public_transport,railway,architect
way,232958285,"POLYGON ((37.4103516 54.7268377, 37.4105736 54.7268284, 37.410503 54.7262683, 37.410281 54.7262776, 37.4103516 54.7268377))",,apartments,,,"[2412804084, 2412804083, 2412804070, 2412804071, 2412804084]",,,,5,,,,,,,,,,,,,,,,,,,,,,
way,232958286,"POLYGON ((37.3972124 54.7339854, 37.3974075 54.7340432, 37.3975448 54.7338886, 37.3973497 54.7338308, 37.3972124 54.7339854))",,yes,,,"[2412804172, 2412804174, 2412804167, 2412804162, 2412804172]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,232958287,"POLYGON ((37.4098047 54.7365796, 37.4105418 54.7364674, 37.41048 54.736332, 37.4097429 54.7364441, 37.4098047 54.7365796))",,house,,,"[2412804244, 2412804240, 2412804233, 2412804238, 2412804244]",21,Садовая улица,,,,,,,,,,,,,,,,,,,,,,,,
way,232958288,"POLYGON ((37.4099159 54.724772, 37.41049 54.7247079, 37.4104485 54.7245839, 37.4098744 54.7246479, 37.4099159 54.724772))",,yes,,,"[2412804036, 2412804033, 2412804029, 2412804032, 2412804036]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,232958289,"POLYGON ((37.4119812 54.736453, 37.4121665 54.736546, 37.4124146 54.7363812, 37.4122293 54.7362882, 37.4119812 54.736453))",,yes,,,"[2412804239, 2412804242, 2412804235, 2412804231, 2412804239]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,232958290,"POLYGON ((37.411626 54.7235581, 37.4116161 54.7240083, 37.4119075 54.7240104, 37.4119174 54.7235603, 37.411626 54.7235581))",,yes,,,"[2412804008, 2412804013, 2412804014, 2412804010, 2412804008]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,232958291,"POLYGON ((37.4094782 54.7263028, 37.4095486 54.7268621, 37.4097596 54.7268533, 37.4096891 54.726294, 37.4094782 54.7263028))",,apartments,,,"[2412804075, 2412804086, 2412804085, 2412804074, 2412804075]",,,,5,,,,,,,,,,,,,,,,,,,,,,
way,232958292,"POLYGON ((37.4100593 54.7263171, 37.4102606 54.7263086, 37.4102248 54.7260242, 37.4100234 54.7260327, 37.4100593 54.7263171))",,apartments,,,"[2412804078, 2412804077, 2412804064, 2412804065, 2412804078]",10,Комсомольский проезд,,5,,,,,,,,,,,,,,,,,,,,,,
way,232958293,"POLYGON ((37.3987835 54.7346844, 37.3989436 54.734731, 37.3991304 54.7345167, 37.3989702 54.7344702, 37.3987835 54.7346844))",,yes,,,"[2412804209, 2412804210, 2412804205, 2412804201, 2412804209]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,232958294,"POLYGON ((37.4059175 54.742824, 37.4066571 54.7426024, 37.406516 54.7424456, 37.4057765 54.7426672, 37.4059175 54.742824))",,yes,,,"[2412804320, 2412804314, 2412804311, 2412804315, 2412804320]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,232958295,"POLYGON ((37.4128351 54.7374404, 37.4129976 54.7375127, 37.413553 54.7370961, 37.4133905 54.7370238, 37.4128351 54.7374404))",,yes,,,"[2412804264, 2412804266, 2412804261, 2412804258, 2412804264]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,232958296,"POLYGON ((37.4055899 54.7422527, 37.4061076 54.7421043, 37.4060145 54.7419961, 37.4054968 54.7421445, 37.4055899 54.7422527))",,yes,,,"[2412804301, 2412804295, 2412804293, 2412804297, 2412804301]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,232958297,"POLYGON ((37.3963284 54.7335177, 37.3965309 54.7335651, 37.3966295 54.7334248, 37.396427 54.7333774, 37.3963284 54.7335177))",,yes,,,"[2412804145, 2412804148, 2412804143, 2412804141, 2412804145]",,,,2,,,,,,,,,,,,,,,,,,,,,,
way,232958298,"POLYGON ((37.4108904 54.7259937, 37.4109587 54.7265361, 37.4111863 54.7265266, 37.411118 54.7259841, 37.4108904 54.7259937))",,apartments,,,"[2412804062, 2412804081, 2412804080, 2412804061, 2412804062]",,,,5,,,,,,,,,,,,,,,,,,,,,,
way,232958299,"POLYGON ((37.398903 54.7343595, 37.3991791 54.7344375, 37.3994132 54.7341614, 37.3991371 54.7340834, 37.398903 54.7343595))",,yes,,,"[2412804191, 2412804196, 2412804183, 2412804179, 2412804191]",25,улица Поленова,,2,,Заокский,,,,,,,,,,,,,,,,,,,,
way,232958300,"POLYGON ((37.3984292 54.7336915, 37.39832 54.7338186, 37.3985133 54.733874, 37.3985634 54.7338156, 37.3987655 54.7338735, 37.3988246 54.7338048, 37.3984292 54.7336915))",,yes,,,"[2412804157, 2412804161, 2412804165, 2412804160, 2412804164, 2412804158, 2412804157]",48,улица Ленина,,,,Заокский,,,,,,,,,,,,,,,,,,,,
way,232958301,"POLYGON ((37.4103938 54.7256805, 37.4111792 54.7256174, 37.4110927 54.725258, 37.4108975 54.7252737, 37.4109547 54.7255114, 37.4103646 54.7255588, 37.4103938 54.7256805))",,yes,,,"[2412804057, 2412804056, 2412804050, 2412804051, 2412804053, 2412804055, 2412804057]",2,Нечаевское шоссе,,,,,,,,,,,,,,,,,,,,,,,,
way,232958302,"POLYGON ((37.4124222 54.7361688, 37.4122801 54.7362633, 37.4131148 54.736682, 37.4130222 54.7367435, 37.4131611 54.7368131, 37.4133958 54.7366572, 37.4124222 54.7361688))",,yes,,,"[2412804224, 2412804227, 2412804248, 2412804249, 2412804251, 2412804246, 2412804224]",23,Садовая улица,,,,,,,,,,,,,,,,,,,,,,,,
way,232958303,"POLYGON ((37.3975177 54.7335829, 37.3976797 54.7336395, 37.3978184 54.7335071, 37.3975221 54.7334036, 37.3973834 54.7335359, 37.3974035 54.733543, 37.3972979 54.7336437, 37.3974121 54.7336836, 37.3975177 54.7335829))",,yes,,,"[2412804150, 2412804151, 2412804144, 2412804142, 2412804146, 2412804147, 2412804152, 2412804155, 2412804150]",,,,2,,,,,,,,,,,,,,,,,,,,,,
way,232958304,"POLYGON ((37.3977906 54.7332083, 37.3977437 54.7332627, 37.3978498 54.7332932, 37.3978967 54.7332388, 37.3980849 54.7332929, 37.3981956 54.7331645, 37.3975623 54.7329797, 37.3974611 54.7331136, 37.3977906 54.7332083))",,yes,,,"[2412804135, 2412804137, 2412804140, 2412804136, 2412804139, 2412804134, 2412804129, 2412804133, 2412804135]",39,улица Ленина,,2,,Заокский,,,,,,,,,,,,,,,,,,,,
way,232958305,"POLYGON ((37.4106897 54.7248625, 37.4108947 54.7248459, 37.410954 54.725089, 37.4112343 54.7250662, 37.4110949 54.7244938, 37.4108145 54.7245166, 37.4108656 54.7247261, 37.4106606 54.7247428, 37.4106897 54.7248625))",,yes,,,"[2412804040, 2412804039, 2412804045, 2412804044, 2412804024, 2412804025, 2412804034, 2412804035, 2412804040]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,232958306,"POLYGON ((37.3968248 54.7327644, 37.396712 54.7329003, 37.3968123 54.7329291, 37.3968342 54.7329037, 37.39722 54.7330146, 37.3971933 54.7330456, 37.3972825 54.7330712, 37.3973975 54.7329316, 37.3968248 54.7327644))",,yes,,,"[2412804124, 2412804125, 2412804127, 2412804126, 2412804130, 2412804131, 2412804132, 2412804128, 2412804124]",9Б,площадь Ленина,,2,,Заокский,,,,,,,,,,,,,,,,,,,,
way,243164760,"POLYGON ((37.4224291 54.7346617, 37.4231243 54.7350461, 37.4236316 54.7347403, 37.4229363 54.7343559, 37.4224291 54.7346617))",,yes,,,"[2505919654, 2505919656, 2505919655, 2505919652, 2505919654]",9,Восточная улица,,,,,,,,,website,,,,,,,,,,,,,,,
way,243319625,"POLYGON ((37.4171131 54.7286549, 37.4172312 54.7288175, 37.4178217 54.7286024, 37.4182033 54.7284293, 37.4180943 54.7283453, 37.4175038 54.7285027, 37.4171131 54.7286549))",,yes,Академия,,"[2507456553, 2507456554, 2507456555, 2507456556, 2507456557, 2507456558, 2507456553]",43,улица Руднева,,,,Заокский,,,,,,,,,,,,,,,,,,,,
way,263253310,"POLYGON ((37.4208519 54.7306069, 37.4209297 54.7305374, 37.4210147 54.7304802, 37.4212412 54.7305987, 37.4210784 54.7307132, 37.4208519 54.7306069))",,yes,,convenience,"[2688712305, 2688712306, 2688712307, 2688712308, 2688712309, 2688712305]",15,1-й Рудневский проезд,301000,,,Заокский,,,,,,"ООО ""Кедрон""",,,,,,,,,,,,,,
way,263531206,"POLYGON ((37.3971211 54.7343293, 37.3968714 54.7342451, 37.3970186 54.7340997, 37.3972683 54.7341839, 37.3971211 54.7343293))",,house,,,"[2691535427, 2691535430, 2691535432, 2691535435, 2691535427]",,улица Ленина,301000,1,,,,,,,,,,,,,,,,,,,,,,
way,263532104,"POLYGON ((37.4184386 54.7287311, 37.4186156 54.7286691, 37.4188463 54.7289138, 37.4186478 54.7289665, 37.4184386 54.7287311))",,apartments,,,"[2691543846, 2691543848, 2691543849, 2691543850, 2691543846]",,1-й Рудневский проезд,301000,4,,Заокский,,,,,,,,,,,,,,,,,,,,
way,263532123,"POLYGON ((37.4173389 54.7289045, 37.4175535 54.7288457, 37.4176929 54.7289758, 37.4174515 54.7290377, 37.4173389 54.7289045))",,yes,,,"[2691544362, 2691544365, 2691544366, 2691544368, 2691544362]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,263532177,"POLYGON ((37.4187604 54.7284151, 37.4190233 54.7283377, 37.4193505 54.7287249, 37.4197797 54.7285979, 37.4199084 54.7287404, 37.4194846 54.7288643, 37.4193774 54.7289169, 37.4192486 54.7289231, 37.4191628 54.728855, 37.4189643 54.7286288, 37.4187604 54.7284151))",,yes,,,"[2691545005, 2691545006, 2691545007, 2691545008, 2691545009, 2691545010, 2691545011, 2691545012, 2691545014, 2691545015, 2691545005]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,271799957,"POLYGON ((37.4188717 54.7276892, 37.4189307 54.7277465, 37.4190997 54.7276861, 37.4190461 54.7276273, 37.4188717 54.7276892))",,yes,,yes,"[2767381297, 2767381299, 2767381301, 2767381304, 2767381297]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,284306438,"POLYGON ((37.3939019 54.7297427, 37.3940453 54.7297528, 37.3940483 54.7297385, 37.3943324 54.7297586, 37.3943292 54.7297736, 37.3944789 54.7297842, 37.394509 54.7296417, 37.394357 54.729631, 37.3943539 54.7296453, 37.394075 54.7296256, 37.3940783 54.7296099, 37.3939322 54.7295996, 37.3939019 54.7297427))",,apartments,,,"[2880462213, 2880462214, 2880462212, 2880462215, 2880462216, 2880462217, 2880462209, 2880462208, 2880462210, 2880462207, 2880462206, 2880462205, 2880462213]",13,проезд Саши Чекалина,,2,,,,,,,,,,,,,,,,,,,,,,
way,284306439,"POLYGON ((37.3887703 54.7286671, 37.3888457 54.7286711, 37.3888322 54.7287557, 37.3887568 54.7287517, 37.3887703 54.7286671))",,yes,,,"[2880461566, 2880461567, 2880461572, 2880461571, 2880461566]",,,,1,,,,,,,,,,,,,,,,,,,,,,
way,352375552,"POLYGON ((37.4023538 54.7317133, 37.4025002 54.7317779, 37.4027602 54.7315814, 37.4026356 54.7315314, 37.4026101 54.7315199, 37.4023538 54.7317133))",,yes,,convenience,"[3581513101, 3581513102, 3581513103, 3581513104, 6895246034, 3581513101]",5Б,улица Поленова,,,,,,,,,,,,,,,,,,,,,,,,
way,352375553,"POLYGON ((37.4026356 54.7315314, 37.4027602 54.7315814, 37.402808 54.7316005, 37.4030524 54.7313973, 37.402935 54.7313502, 37.4028824 54.7313939, 37.4028274 54.7313719, 37.4026356 54.7315314))",,yes,,,"[3581513104, 3581513103, 3581513105, 3581513106, 3581513107, 6895246033, 6895246032, 3581513104]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,425725315,"POLYGON ((37.3989593 54.7359036, 37.3987542 54.7361276, 37.399029 54.7362115, 37.3992341 54.7359874, 37.3989593 54.7359036))",,yes,,,"[4250187878, 4250187880, 4250187881, 4250187879, 4250187878]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,425725316,"POLYGON ((37.3903548 54.7287021, 37.3900383 54.7287067, 37.3900445 54.7288471, 37.390361 54.7288424, 37.3903548 54.7287021))",,apartments,,,"[4250187858, 4250187859, 4250187865, 4250187864, 4250187858]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,425725318,"POLYGON ((37.391763 54.7286247, 37.390733 54.7285828, 37.3907175 54.7287098, 37.3917475 54.7287517, 37.391763 54.7286247))",,apartments,,,"[4250187855, 4250187854, 4250187860, 4250187861, 4250187855]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,425725321,"POLYGON ((37.391363 54.7330463, 37.3912578 54.7333178, 37.3914639 54.7333445, 37.3915691 54.7330729, 37.391363 54.7330463))",,yes,,,"[4250187868, 4250187872, 4250187873, 4250187869, 4250187868]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,425725323,"POLYGON ((37.3907022 54.7329983, 37.3906526 54.7331347, 37.3911515 54.7331951, 37.391201 54.7330587, 37.3907022 54.7329983))",,industrial,,,"[4250187866, 4250187870, 4250187871, 4250187867, 4250187866]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,425725324,"POLYGON ((37.3903709 54.7286355, 37.39036 54.7287654, 37.3906926 54.7287747, 37.3907035 54.7286448, 37.3903709 54.7286355))",,apartments,,,"[4250187856, 4250187862, 4250187863, 4250187857, 4250187856]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,425725326,"POLYGON ((37.3989701 54.7353972, 37.3987297 54.7356437, 37.3990753 54.735756, 37.3993156 54.7355094, 37.3989701 54.7353972))",,yes,,,"[4250187874, 4250187876, 4250187877, 4250187875, 4250187874]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,425725329,"POLYGON ((37.3918067 54.7376774, 37.3919641 54.7374583, 37.3916836 54.7373911, 37.3915262 54.7376103, 37.3918067 54.7376774))",,warehouse,,,"[4250187885, 4250187883, 4250187882, 4250187884, 4250187885]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,425725331,"POLYGON ((37.3978596 54.7377525, 37.3976842 54.7379442, 37.3978588 54.7379974, 37.3980342 54.7378058, 37.3978596 54.7377525))",,yes,,,"[4250187886, 4250187888, 4250188789, 4250187887, 4250187886]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,432739645,"POLYGON ((37.3935393 54.7370138, 37.3933011 54.7369457, 37.3931525 54.737119, 37.3933907 54.7371871, 37.3932146 54.7373924, 37.3929739 54.7373236, 37.3928444 54.7374745, 37.3930851 54.7375433, 37.3930594 54.7375733, 37.3932529 54.7376286, 37.3938108 54.7369783, 37.3936173 54.7369229, 37.3935393 54.7370138))",,warehouse,,,"[4316871437, 4316871434, 4316871440, 4316871442, 4316871445, 4316871444, 4316871446, 4316871449, 4316871451, 4316871453, 4316871435, 4316871433, 4316871437]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,432739648,"POLYGON ((37.3906625 54.730623, 37.3906464 54.7310133, 37.3908526 54.7310161, 37.3908687 54.7306258, 37.3906625 54.730623))",,apartments,,,"[4316871195, 4316871201, 4316871202, 4316871196, 4316871195]",8,Северная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,487494539,"POLYGON ((37.3980512 54.735277, 37.3982186 54.7350431, 37.3985081 54.7351121, 37.3983407 54.735346, 37.3980512 54.735277))",,yes,Магнит,supermarket,"[4799454859, 4799454860, 4799454861, 4799454862, 4799454859]",29,улица Поленова,301000,,,Заокский,,,,,,"АО ""Тандер""",Магнит,Magnit,Q940518,ru:Магнит (сеть магазинов),+7 800 2009002,https://magnit-info.ru,Magnit,Магнит,08:30-22:00,47692,,,,
way,487494542,"POLYGON ((37.3969117 54.7353783, 37.3970941 54.7351667, 37.397477 54.7352767, 37.3974288 54.7353326, 37.3975001 54.7353531, 37.3974325 54.7354316, 37.3973235 54.7354002, 37.397257 54.7354775, 37.3969117 54.7353783))",,yes,,,"[4799454863, 4799454864, 4799454865, 4799454866, 4799454867, 4799454868, 4799454869, 4799454870, 4799454863]",58,улица Ленина,,,,Заокский,,,,,,,,,,,,,,,,,,,,
way,487494543,"POLYGON ((37.3961453 54.7352478, 37.3962429 54.7351489, 37.3964403 54.7352139, 37.3965348 54.7351181, 37.3967483 54.7351883, 37.3965561 54.735383, 37.3961453 54.7352478))",,yes,,,"[4799454871, 4799454872, 4799454873, 4799454874, 4799454875, 4799454876, 4799454871]",47,улица Ленина,,,,,,,,,,,,,,,,,,,,,,,,
way,487494544,"POLYGON ((37.3991375 54.7310972, 37.3992442 54.7309809, 37.3994984 54.7310586, 37.3993918 54.731175, 37.3991375 54.7310972))",,yes,,,"[4799454877, 4799454878, 4799454879, 4799454880, 4799454877]",31А,улица Ленина,,,,Заокский,,,,,,,,,,,,,,,,,,,,
way,487494547,"POLYGON ((37.400074 54.7318149, 37.4001616 54.7317052, 37.4003111 54.731745, 37.4002236 54.7318547, 37.400074 54.7318149))",,yes,,,"[4799454881, 4799454882, 4799454883, 4799454884, 4799454881]",38/2,улица Ленина,,,,Заокский,,,,,,,,,,,,,,,,,,,,
way,487494548,"POLYGON ((37.4006602 54.7319753, 37.4007352 54.7318466, 37.4009108 54.7318807, 37.4008357 54.7320094, 37.4006602 54.7319753))",,yes,,,"[4799454885, 4799454886, 4799454887, 4799454888, 4799454885]",9,улица Поленова,,,,Заокский,,,,,,,,,,,,,,,,,,,,
way,487494550,"POLYGON ((37.4004566 54.7314228, 37.4005277 54.7313419, 37.4006599 54.7313806, 37.4005887 54.7314616, 37.4004566 54.7314228))",,yes,,,"[4799454889, 4799454890, 4799454891, 4799454892, 4799454889]",38/1,улица Ленина,,,,Заокский,,,,,,,,,,,,,,,,,,,,
way,487494552,"POLYGON ((37.4006128 54.7312331, 37.4006777 54.7311509, 37.4008118 54.7311862, 37.4007469 54.7312684, 37.4006128 54.7312331))",,yes,,,"[4799454893, 4799454894, 4799454895, 4799454896, 4799454893]",38,улица Ленина,,,,Заокский,,,,,,,,,,,,,,,,,,,,
way,487495947,"POLYGON ((37.398974 54.7338754, 37.3991378 54.7336941, 37.3995097 54.7338061, 37.3996836 54.7336135, 37.399888 54.733675, 37.400045 54.7337223, 37.3998806 54.7339043, 37.3997073 54.7340961, 37.398974 54.7338754))",,yes,Ривьера,mall,"[4799474426, 4799474427, 4799474428, 4799474429, 6285785371, 4799474430, 6285785375, 4799474431, 4799474426]",19,улица Поленова,301000,2,,Заокский,,,,,,,,,,,,,,,09:00-22:00,,,,,
way,487497651,"POLYGON ((37.3972983 54.7350088, 37.3973982 54.734878, 37.3976036 54.7349303, 37.3975037 54.7350611, 37.3972983 54.7350088))",,yes,,,"[4799498982, 4799498983, 4799498984, 4799498985, 4799498982]",1,Третий проезд,,,,Заокский,,,,,,,,,,,,,,,,,,,,
way,487497851,"POLYGON ((37.3975088 54.7347441, 37.3982483 54.7349402, 37.39844 54.7346992, 37.3982595 54.7346514, 37.3981849 54.7347451, 37.3976259 54.7345969, 37.3975088 54.7347441))",,yes,,,"[4799500831, 4799500832, 4799500833, 4799500834, 4799500835, 4799500836, 4799500831]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,534586107,"POLYGON ((37.3872334 54.7310128, 37.3873429 54.7309059, 37.3871609 54.7308437, 37.3870513 54.7309505, 37.3872334 54.7310128))",,yes,,,"[5184045109, 5184045108, 5184045107, 5184045106, 5184045109]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,534586108,"POLYGON ((37.387265 54.7306078, 37.3874988 54.7306851, 37.3876042 54.7305789, 37.3873704 54.7305016, 37.387265 54.7306078))",,yes,,,"[5184045113, 5184045112, 5184045111, 5184045110, 5184045113]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,534586109,"POLYGON ((37.3946002 54.7283283, 37.3946148 54.7280231, 37.3943361 54.7280187, 37.3943215 54.7283238, 37.3946002 54.7283283))",,yes,,,"[5184045117, 5184045116, 5184045115, 5184045114, 5184045117]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,614217296,"POLYGON ((37.4117357 54.7292956, 37.4119167 54.7292599, 37.41188 54.7291978, 37.411699 54.7292334, 37.4117357 54.7292956))",,yes,,,"[5810321124, 5810321123, 5810321122, 5810321121, 5810321124]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,614217297,"POLYGON ((37.4109243 54.7292553, 37.4109534 54.729317, 37.4111157 54.7292915, 37.4110866 54.7292297, 37.4109243 54.7292553))",,yes,,,"[5810321128, 5810321125, 5810321126, 5810321127, 5810321128]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,614217298,"POLYGON ((37.4105984 54.7292654, 37.4105501 54.7291662, 37.4103858 54.7291929, 37.410434 54.7292921, 37.4105984 54.7292654))",,yes,,,"[5810321132, 5810321131, 5810321130, 5810321129, 5810321132]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,614217299,"POLYGON ((37.4097522 54.729366, 37.4098723 54.7293474, 37.4098206 54.7292361, 37.4098904 54.7292253, 37.4099195 54.729288, 37.410015 54.7292733, 37.4099859 54.7292106, 37.410025 54.7292045, 37.4099855 54.7291192, 37.409781 54.7291508, 37.4097677 54.7291221, 37.4096476 54.7291407, 37.4097522 54.729366))",,yes,,,"[5810321144, 5810321141, 5810321140, 5810321136, 5810321134, 5810321133, 5810321135, 5810321138, 5810321137, 5810321139, 5810321142, 5810321143, 5810321144]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,614217300,"POLYGON ((37.4090065 54.7293924, 37.4090518 54.7293779, 37.4090676 54.7293945, 37.4091764 54.7293598, 37.4091235 54.7293044, 37.4090773 54.7293191, 37.4090219 54.7292612, 37.408914 54.7292956, 37.4090065 54.7293924))",,yes,,,"[5810321152, 5810321146, 5810321145, 5810321149, 5810321147, 5810321148, 5810321150, 5810321151, 5810321152]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,614217301,"POLYGON ((37.4085881 54.7296712, 37.408509 54.7296123, 37.4083734 54.7296731, 37.4084525 54.7297319, 37.4085881 54.7296712))",,yes,,,"[5810321256, 5810321255, 5810321254, 5810321253, 5810321256]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,614217302,"POLYGON ((37.4078961 54.729809, 37.4080235 54.7297478, 37.4079242 54.7296789, 37.4077968 54.7297401, 37.4078961 54.729809))",,yes,,,"[5810321260, 5810321259, 5810321258, 5810321257, 5810321260]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,614217303,"POLYGON ((37.4074656 54.7301141, 37.4076095 54.7300629, 37.407517 54.7299762, 37.407373 54.7300274, 37.4074656 54.7301141))",,yes,,,"[5810321264, 5810321261, 5810321262, 5810321263, 5810321264]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,614217639,"POLYGON ((37.3948605 54.7268615, 37.3948699 54.726664, 37.3946783 54.726661, 37.3946689 54.7268585, 37.3948605 54.7268615))",,yes,,,"[5810324831, 5810324830, 5810324829, 5810324828, 5810324831]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,614217640,"POLYGON ((37.3987819 54.7259144, 37.3988831 54.7259193, 37.398872 54.7259949, 37.3989673 54.7259996, 37.3989785 54.725924, 37.3992071 54.7259353, 37.3992166 54.7258707, 37.3987915 54.7258498, 37.3987819 54.7259144))",,yes,,,"[5810324847, 5810324843, 5810324841, 5810324840, 5810324842, 5810324846, 5810324845, 5810324844, 5810324847]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,614217641,"POLYGON ((37.3981369 54.725878, 37.3985217 54.7258965, 37.3985307 54.7258351, 37.3981458 54.7258165, 37.3981369 54.725878))",,yes,,,"[5810324851, 5810324850, 5810324849, 5810324848, 5810324851]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,614217642,"POLYGON ((37.3975535 54.7258354, 37.3979866 54.725864, 37.3979982 54.7258059, 37.3978518 54.7257962, 37.3978629 54.7257404, 37.3977761 54.7257347, 37.397765 54.7257905, 37.397565 54.7257773, 37.3975535 54.7258354))",,yes,,,"[5810324855, 5810324854, 5810324853, 5810324839, 5810324837, 5810324836, 5810324838, 5810324852, 5810324855]",,,,,,,,,,,,,,,,,,,,,,,,,,
