element_type,osmid,source,geometry,addr:housenumber,addr:street,fixme,wheelchair,addr:city,name,opening_hours,tourism,building,nodes,building:levels,building:material,addr:postcode,description,roof:shape,amenity,addr2:housenumber,addr2:street,phone,generator:method,addr:country,addr:district,addr:region,note,name:en,shop,name:ru,religion,website,administrative,office,layer,man_made,addr:place,roof:levels,power,bench,shelter,healthcare,addr:full,alt_name,brand,brand:en,brand:wikidata,brand:wikipedia,contact:email,contact:facebook,contact:instagram,contact:ok,contact:phone,contact:vk,contact:website,operator,ref,service,ways,type
way,95297254,BING,"POLYGON ((34.4242704 62.9253347, 34.4240627 62.9253537, 34.4240793 62.9253914, 34.424287 62.9253725, 34.4242704 62.9253347))",,,,,,,,,yes,"[1105453160, 1105452985, 1105453092, 1105452930, 1105453160]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297255,BING,"POLYGON ((34.4304493 62.9238644, 34.4303666 62.9239159, 34.4308215 62.9240672, 34.4309043 62.9240156, 34.4304493 62.9238644))",14,Западная улица,,,Медвежьегорск,,,,yes,"[1105453208, 1105452870, 1105453152, 1105452925, 1105453208]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297256,BING,"POLYGON ((34.425772 62.9243241, 34.4256422 62.9243418, 34.4256805 62.9244, 34.4258104 62.9243822, 34.425772 62.9243241))",,,,,,,,,yes,"[1105452911, 1105452949, 1105452846, 1105453010, 1105452911]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297257,BING,"POLYGON ((34.4283994 62.9236072, 34.4283491 62.92366, 34.4284845 62.9236868, 34.4285349 62.923634, 34.4283994 62.9236072))",,,,,,,,,yes,"[1105453072, 1105452891, 1105453186, 1105452953, 1105453072]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297258,BING,"POLYGON ((34.4256762 62.9229905, 34.4256762 62.9227869, 34.4254781 62.9227869, 34.4254781 62.9229905, 34.4256762 62.9229905))",,,,,,,,,yes,"[1105452861, 1105452962, 1105453190, 1105452983, 1105452861]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297259,BING,"POLYGON ((34.431188 62.9241296, 34.431063 62.9242004, 34.4313365 62.9243005, 34.4314615 62.9242297, 34.431188 62.9241296))",16,Западная улица,,,Медвежьегорск,,,,yes,"[1105452887, 1105453054, 1105453225, 1105453125, 1105452887]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300219,BING,"POLYGON ((34.4408718 62.9204117, 34.4414178 62.9204601, 34.4414593 62.9203629, 34.4409134 62.9203144, 34.4408718 62.9204117))",39А,Октябрьская улица,,,Медвежьегорск,,,,yes,"[1105474862, 1105475408, 1105474608, 1105475097, 1105474862]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300220,BING,"POLYGON ((34.4297799 62.9191331, 34.4295329 62.9191331, 34.4295329 62.9192218, 34.4297799 62.9192218, 34.4297799 62.9191331))",,,,,,,,,yes,"[1105475875, 1105475215, 1105476000, 1105475049, 1105475875]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300224,BING,"POLYGON ((34.4316782 62.9189322, 34.4315439 62.9189195, 34.4314969 62.9190228, 34.4316311 62.9190355, 34.4316782 62.9189322))",,,,,,,,,yes,"[1105474756, 1105475588, 1105474528, 1105475879, 1105474756]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300226,BING,"POLYGON ((34.4333909 62.9208744, 34.4334666 62.9210066, 34.4335998 62.9209908, 34.4335241 62.9208586, 34.4333909 62.9208744))",,,,,,,,,yes,"[1105474654, 1105475170, 1105476199, 1105474848, 1105474654]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300228,BING,"POLYGON ((34.4313449 62.9186774, 34.4314022 62.9185853, 34.4313164 62.9185742, 34.4312592 62.9186664, 34.4313449 62.9186774))",,,,,,,,,yes,"[1105474673, 1105475199, 1105476219, 1105474898, 1105474673]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300231,BING,"POLYGON ((34.4363076 62.9191211, 34.4363648 62.9190076, 34.4360005 62.9189695, 34.4359432 62.9190831, 34.4363076 62.9191211))",2,Нижняя улица,,,Медвежьегорск,,,,yes,"[1105475958, 1105475145, 1105475644, 1105474817, 1105475958]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300232,BING,"POLYGON ((34.4362087 62.9200171, 34.4362168 62.9200955, 34.4364335 62.9200908, 34.4364254 62.9200124, 34.4362087 62.9200171))",,,,,,,,,yes,"[1105475731, 1105475047, 1105475874, 1105474924, 1105475731]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300238,BING,"POLYGON ((34.43481 62.9205672, 34.4346238 62.9205532, 34.4345604 62.9207282, 34.4347466 62.9207422, 34.43481 62.9205672))",,,,,,,,,yes,"[1105474822, 1105475659, 1105474579, 1105475964, 1105474822]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300247,BING,"POLYGON ((34.4399785 62.9202275, 34.4397047 62.9201996, 34.4395641 62.9204858, 34.4398379 62.9205137, 34.4399785 62.9202275))",,,,,,,,,yes,"[1105474617, 1105475271, 1105474735, 1105475551, 1105474617]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300248,BING,"POLYGON ((34.4306008 62.9189458, 34.430382 62.9189325, 34.4303613 62.9190033, 34.4305801 62.9190165, 34.4306008 62.9189458))",12,Нижняя улица,,,Медвежьегорск,,,,yes,"[1105476021, 1105475227, 1105475735, 1105474930, 1105476021]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300256,BING,"POLYGON ((34.4330973 62.9186318, 34.4332527 62.9186625, 34.4333082 62.9186043, 34.4331528 62.9185736, 34.4330973 62.9186318))",,,,,,,,,yes,"[1105475949, 1105475356, 1105474572, 1105475032, 1105475949]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300261,BING,"POLYGON ((34.4305193 62.9193476, 34.4305853 62.919434, 34.4307358 62.9194101, 34.4306698 62.9193238, 34.4305193 62.9193476))",,,,,,,,,yes,"[1105474902, 1105475142, 1105474620, 1105475437, 1105474902]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300265,BING,"POLYGON ((34.4338572 62.9209358, 34.4336527 62.9205523, 34.4334202 62.920578, 34.4336247 62.9209615, 34.4338572 62.9209358))",,,,,,,,,yes,"[1105474598, 1105475671, 1105474702, 1105475825, 1105474598]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300269,BING,"POLYGON ((34.4337047 62.9180541, 34.4335779 62.9180364, 34.4335596 62.9180637, 34.4336864 62.9180813, 34.4337047 62.9180541))",,,,,,,,,yes,"[1105475023, 1105476073, 1105474718, 1105475848, 1105475023]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300271,BING,"POLYGON ((34.4359047 62.9190969, 34.435645 62.9190811, 34.4356274 62.9191413, 34.435887 62.9191571, 34.4359047 62.9190969))",,,,,,,,,yes,"[1105474575, 1105475051, 1105476121, 1105475219, 1105474575]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300275,BING,"POLYGON ((34.4375835 62.9204427, 34.4372733 62.9204374, 34.4372477 62.9207469, 34.437558 62.9207522, 34.4375835 62.9204427))",,,,,,,,,yes,"[1105474749, 1105474993, 1105474527, 1105475285, 1105474749]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300276,BING,"POLYGON ((34.4321975 62.919635, 34.431989 62.9196592, 34.4320233 62.9197205, 34.4322319 62.9196963, 34.4321975 62.919635))",14,Верхняя улица,,,Медвежьегорск,,,,yes,"[1105474657, 1105475746, 1105476201, 1105475467, 1105474657]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300278,BING,"POLYGON ((34.4423374 62.9196178, 34.442361 62.9196493, 34.4426719 62.9196009, 34.4426482 62.9195694, 34.4423374 62.9196178))",,,,,,,,,yes,"[1105474501, 1105475666, 1105474597, 1105475516, 1105474501]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300282,BING,"POLYGON ((34.4301237 62.9192688, 34.4301269 62.9191734, 34.4299815 62.9191724, 34.4299783 62.9192677, 34.4301237 62.9192688))",12А,Нижняя улица,,,Медвежьегорск,,,,yes,"[1105474629, 1105475563, 1105474753, 1105475305, 1105474629]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300287,BING,"POLYGON ((34.4325285 62.920051, 34.4328196 62.9200428, 34.4328092 62.9199658, 34.432518 62.919974, 34.4325285 62.920051))",15,Верхняя улица,,,,,,,yes,"[1105474712, 1105475833, 1105474502, 1105475521, 1105474712]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300293,BING,"POLYGON ((34.43426 62.9204946, 34.4341107 62.9204927, 34.4341074 62.9205483, 34.4342566 62.9205502, 34.43426 62.9204946))",,,,,,,,,yes,"[1105475367, 1105475452, 1105474626, 1105475152, 1105475367]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300294,BING,"POLYGON ((34.4337651 62.9201511, 34.4335586 62.9201474, 34.433553 62.9202119, 34.4337595 62.9202157, 34.4337651 62.9201511))",,,,,,,,,yes,"[1105475507, 1105476028, 1105475231, 1105475745, 1105475507]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300295,BING,"POLYGON ((34.4342853 62.9191677, 34.4344277 62.9191719, 34.434438 62.9190992, 34.4342955 62.9190951, 34.4342853 62.9191677))",5,Нижняя улица,,,Медвежьегорск,,,,yes,"[1105475916, 1105474787, 1105475601, 1105475086, 1105475916]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300302,BING,"POLYGON ((34.4378621 62.9203136, 34.4377561 62.9203117, 34.4377255 62.9206689, 34.4378314 62.9206708, 34.4378621 62.9203136))",,,,,,,,,yes,"[1105475137, 1105475954, 1105474813, 1105476189, 1105475137]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300305,BING,"POLYGON ((34.4419039 62.9195778, 34.4419103 62.9195989, 34.4420575 62.9195896, 34.4420511 62.9195685, 34.4419039 62.9195778))",,,,,,,,,yes,"[1105475384, 1105475594, 1105475080, 1105475893, 1105475384]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300307,BING,"POLYGON ((34.4309601 62.9203673, 34.4310495 62.9203428, 34.4309481 62.9202661, 34.4308586 62.9202906, 34.4309601 62.9203673))",21,Верхняя улица,,,Медвежьегорск,,,,yes,"[1105475992, 1105475701, 1105474610, 1105475194, 1105475992]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300310,BING,"POLYGON ((34.4328744 62.9182417, 34.4330421 62.918266, 34.4330827 62.9182076, 34.4329151 62.9181834, 34.4328744 62.9182417))",,,,,,,,,yes,"[1105474573, 1105475631, 1105476109, 1105475359, 1105474573]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300314,BING,"POLYGON ((34.4325235 62.9202953, 34.4325309 62.9203265, 34.4327125 62.9203175, 34.4327051 62.9202863, 34.4325235 62.9202953))",,,,,,,,,yes,"[1105475260, 1105475896, 1105475391, 1105476132, 1105475260]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300315,BING,"POLYGON ((34.4315964 62.918615, 34.4317069 62.9184838, 34.4316178 62.9184683, 34.4315074 62.9185995, 34.4315964 62.918615))",10,Нижняя улица,,,Медвежьегорск,,,,yes,"[1105475704, 1105476163, 1105475431, 1105475934, 1105475704]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300320,BING,"POLYGON ((34.4357874 62.920233, 34.4357895 62.9206156, 34.4360022 62.9206154, 34.4360001 62.9202328, 34.4357874 62.920233))",,,,,,,,,yes,"[1105474819, 1105475960, 1105474576, 1105475656, 1105474819]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300321,BING,"POLYGON ((34.4338927 62.919163, 34.4339011 62.9190821, 34.4337294 62.9190784, 34.4337209 62.9191593, 34.4338927 62.919163))",7,Нижняя улица,,,Медвежьегорск,,,,yes,"[1105475327, 1105475525, 1105475017, 1105475841, 1105475327]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300326,BING,"POLYGON ((34.4437864 62.9201588, 34.4440957 62.9201402, 34.4440712 62.920056, 34.443762 62.9200746, 34.4437864 62.9201588))",35А,Октябрьская улица,,,Медвежьегорск,,,,yes,"[1105475093, 1105476031, 1105475237, 1105475762, 1105475093]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300328,BING,"POLYGON ((34.4314512 62.9197039, 34.4313094 62.9197317, 34.4313871 62.9198137, 34.4315289 62.9197858, 34.4314512 62.9197039))",16,Верхняя улица,,,Медвежьегорск,,,,yes,"[1105475510, 1105476244, 1105475235, 1105474705, 1105475510]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300332,BING,"POLYGON ((34.4430408 62.9195257, 34.4430615 62.9195586, 34.443311 62.919526, 34.4432902 62.9194931, 34.4430408 62.9195257))",10,Октябрьская улица,,,Медвежьегорск,,,,yes,"[1105475742, 1105474646, 1105475466, 1105474959, 1105475742]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300341,BING,"POLYGON ((34.4342546 62.9196704, 34.4343078 62.9195512, 34.4342198 62.9195431, 34.4341666 62.9196622, 34.4342546 62.9196704))",,,,,,,,,yes,"[1105474670, 1105475195, 1105476214, 1105475330, 1105474670]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300344,BING,"POLYGON ((34.4355973 62.9200078, 34.4355952 62.9200519, 34.4358773 62.9200547, 34.4358794 62.9200106, 34.4355973 62.9200078))",11,Верхняя улица,,,Медвежьегорск,,,,yes,"[1105475819, 1105476016, 1105475500, 1105476234, 1105475819]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300349,BING,"POLYGON ((34.4414642 62.919561, 34.4413683 62.9195626, 34.4413764 62.9196632, 34.4414724 62.9196616, 34.4414642 62.919561))",,,,,,,,,yes,"[1105475477, 1105476203, 1105475188, 1105474661, 1105475477]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300351,BING,"POLYGON ((34.4300753 62.9199867, 34.4299221 62.9200267, 34.4300366 62.9201176, 34.4301898 62.9200775, 34.4300753 62.9199867))",22,Верхняя улица,,,Медвежьегорск,,,,yes,"[1105474738, 1105475415, 1105474871, 1105475702, 1105474738]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300354,BING,"POLYGON ((34.432124 62.9179671, 34.432008 62.9179676, 34.4320101 62.9180663, 34.432126 62.9180658, 34.432124 62.9179671))",6,Нижняя улица,,,Медвежьегорск,,,,yes,"[1105475221, 1105475447, 1105474917, 1105475727, 1105475221]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300356,BING,"POLYGON ((34.434781 62.9185879, 34.4347603 62.9186251, 34.4349791 62.9186502, 34.4349998 62.918613, 34.434781 62.9185879))",4А,Нижняя улица,,,,,,,yes,"[1105474853, 1105475677, 1105474603, 1105475988, 1105474853]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300359,BING,"POLYGON ((34.4313758 62.920255, 34.4318257 62.9201358, 34.4317566 62.9200817, 34.4313067 62.9202009, 34.4313758 62.920255))",19,Верхняя улица,,,Медвежьегорск,,,,yes,"[1105475764, 1105474966, 1105475482, 1105474663, 1105475764]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300368,BING,"POLYGON ((34.4363069 62.9195542, 34.4363011 62.91961, 34.4368465 62.9196217, 34.4368522 62.919566, 34.4363069 62.9195542))",,,,,,,,,yes,"[1105475020, 1105475844, 1105474715, 1105476070, 1105475020]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300376,BING,"POLYGON ((34.441912 62.9196532, 34.4416667 62.9196811, 34.4416918 62.9197269, 34.4419372 62.919699, 34.441912 62.9196532))",12,Октябрьская улица,,,Медвежьегорск,,,,yes,"[1105474543, 1105475001, 1105476067, 1105474707, 1105474543]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300379,BING,"POLYGON ((34.4296386 62.9201289, 34.4295103 62.9201756, 34.4296608 62.9202613, 34.429789 62.9202146, 34.4296386 62.9201289))",24,Верхняя улица,,,Медвежьегорск,,,,yes,"[1105475102, 1105475926, 1105474804, 1105476153, 1105475102]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300387,BING,"POLYGON ((34.4320054 62.9181654, 34.4318186 62.9181616, 34.4318084 62.9182659, 34.4319952 62.9182697, 34.4320054 62.9181654))",,,,,,,,,yes,"[1105475149, 1105474525, 1105475279, 1105476193, 1105475149]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300397,BING,"POLYGON ((34.4368412 62.9197206, 34.4363362 62.9197067, 34.4363219 62.9198136, 34.436827 62.9198276, 34.4368412 62.9197206))",4,Верхняя улица,,,Медвежьегорск,,,,yes,"[1105474739, 1105475864, 1105474876, 1105475994, 1105474739]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300399,BING,"POLYGON ((34.4395158 62.9202414, 34.439541 62.920194, 34.4393927 62.9201777, 34.4393676 62.9202252, 34.4395158 62.9202414))",,,,,,,,,yes,"[1105474974, 1105475787, 1105474675, 1105476043, 1105474974]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300404,BING,"POLYGON ((34.436968 62.919581, 34.4369578 62.9196273, 34.437242 62.9196403, 34.4372522 62.919594, 34.436968 62.919581))",,,,,,,,,yes,"[1105475544, 1105476143, 1105475675, 1105474602, 1105475544]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300406,BING,"POLYGON ((34.4437994 62.9208917, 34.443746 62.9208431, 34.4435 62.9208991, 34.4435534 62.9209477, 34.4437994 62.9208917))",47,Октябрьская улица,,,Медвежьегорск,,,,yes,"[1105476075, 1105474858, 1105475854, 1105474721, 1105476075]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300409,BING,"POLYGON ((34.4303967 62.9193997, 34.4303574 62.919323, 34.4302696 62.9193323, 34.4303089 62.919409, 34.4303967 62.9193997))",,,,,,,,,yes,"[1105475275, 1105474507, 1105474980, 1105476046, 1105475275]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300411,BING,"POLYGON ((34.4343427 62.9186573, 34.4343195 62.9187234, 34.4345239 62.9187383, 34.4345472 62.9186722, 34.4343427 62.9186573))",4Б,Нижняя улица,,,Медвежьегорск,,,,yes,"[1105475548, 1105476145, 1105475268, 1105476039, 1105475548]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300414,BING,"POLYGON ((34.4297334 62.9200552, 34.4296376 62.9200254, 34.4295705 62.9200701, 34.4296664 62.9200999, 34.4297334 62.9200552))",,,,,,,,,yes,"[1105476034, 1105476209, 1105475768, 1105474668, 1105476034]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300419,BING,"POLYGON ((34.4343863 62.9188829, 34.4343424 62.9189418, 34.4345407 62.9189725, 34.4345847 62.9189137, 34.4343863 62.9188829))",5А,Нижняя улица,,,,,,,yes,"[1105475747, 1105475059, 1105475890, 1105474962, 1105475747]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300422,BING,"POLYGON ((34.4359845 62.9197029, 34.435598 62.9196964, 34.4355909 62.9197844, 34.4359773 62.9197909, 34.4359845 62.9197029))",6,Верхняя улица,,,Медвежьегорск,,,,yes,"[1105475703, 1105476157, 1105475428, 1105475932, 1105475703]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300423,BING,"POLYGON ((34.4398558 62.9206894, 34.4399266 62.9205424, 34.4395534 62.9205052, 34.4394826 62.9206522, 34.4398558 62.9206894))",,,,,,,,,yes,"[1105475920, 1105476078, 1105475623, 1105474558, 1105475920]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300425,BING,"POLYGON ((34.4293301 62.919186, 34.4293252 62.9191167, 34.4292079 62.9191185, 34.4292128 62.9191877, 34.4293301 62.919186))",,,,,,,,,yes,"[1105474994, 1105476053, 1105474681, 1105475822, 1105474994]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300427,BING,"POLYGON ((34.4325083 62.9191146, 34.4325411 62.918962, 34.4324151 62.9189564, 34.4323824 62.919109, 34.4325083 62.9191146))",11А,Нижняя улица,,,,,,,yes,"[1105475369, 1105474594, 1105475503, 1105474683, 1105475369]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300428,BING,"POLYGON ((34.4430222 62.9201542, 34.4434542 62.9201321, 34.4434374 62.920064, 34.4430054 62.9200861, 34.4430222 62.9201542))",37А,Октябрьская улица,,,Медвежьегорск,,,,yes,"[1105474605, 1105475699, 1105476148, 1105475403, 1105474605]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300432,BING,"POLYGON ((34.4338592 62.9199612, 34.4338383 62.9200579, 34.4341286 62.920071, 34.4341496 62.9199743, 34.4338592 62.9199612))",11А,Верхняя улица,,,Медвежьегорск,,,,yes,"[1105475884, 1105474760, 1105475591, 1105475053, 1105475884]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300436,BING,"POLYGON ((34.4343958 62.9184749, 34.4342261 62.9184656, 34.4342134 62.9185135, 34.4343831 62.9185228, 34.4343958 62.9184749))",,,,,,,,,yes,"[1105475918, 1105475089, 1105475605, 1105474793, 1105475918]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300439,BING,"POLYGON ((34.4381739 62.9201437, 34.4380283 62.9206883, 34.4383893 62.9207083, 34.438535 62.9201637, 34.4381739 62.9201437))",,,,,,,,,yes,"[1105475635, 1105476114, 1105475363, 1105476220, 1105475635]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300441,BING,"POLYGON ((34.4341225 62.9188606, 34.4339038 62.9188355, 34.4338734 62.9188902, 34.4340922 62.9189153, 34.4341225 62.9188606))",7А,Нижняя улица,,,Медвежьегорск,,,,yes,"[1105474768, 1105475318, 1105474539, 1105475000, 1105474768]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300442,BING,"POLYGON ((34.4347412 62.9195605, 34.4345722 62.9195453, 34.4345313 62.9196393, 34.4347004 62.9196545, 34.4347412 62.9195605))",8,Верхняя улица,,,Медвежьегорск,,,,yes,"[1105476036, 1105474968, 1105475771, 1105475264, 1105476036]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300446,BING,"POLYGON ((34.4289293 62.9191711, 34.4287903 62.9191644, 34.4287832 62.9191948, 34.4289223 62.9192015, 34.4289293 62.9191711))",,,,,,,,,yes,"[1105475956, 1105474574, 1105475640, 1105476116, 1105475956]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300449,BING,"POLYGON ((34.4321321 62.9190718, 34.4321669 62.9189434, 34.4320473 62.9189366, 34.4320125 62.9190651, 34.4321321 62.9190718))",13А,Нижняя улица,,,Медвежьегорск,,,,yes,"[1105476240, 1105474937, 1105476026, 1105474640, 1105476240]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300451,BING,"POLYGON ((34.4327305 62.920704, 34.4324879 62.9206555, 34.4321996 62.9209543, 34.4324422 62.9210028, 34.4327305 62.920704))",15А,Верхняя улица,,,Медвежьегорск,,,,yes,"[1105475596, 1105474545, 1105475322, 1105474773, 1105475596]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300454,BING,"POLYGON ((34.4315044 62.918683, 34.4315237 62.9186571, 34.4313908 62.9186366, 34.4313715 62.9186625, 34.4315044 62.918683))",,,,,,,,,yes,"[1105475627, 1105474970, 1105475780, 1105474811, 1105475627]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300455,BING,"POLYGON ((34.4303583 62.9199264, 34.4304696 62.920012, 34.4306106 62.919974, 34.4304994 62.9198884, 34.4303583 62.9199264))",20,Верхняя улица,,,Медвежьегорск,,,,yes,"[1105476105, 1105475352, 1105475860, 1105475028, 1105476105]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300457,BING,"POLYGON ((34.4352415 62.9200189, 34.4346362 62.9200041, 34.4346266 62.9200847, 34.4352319 62.9200996, 34.4352415 62.9200189))",,,,,,,,,yes,"[1105474529, 1105474998, 1105476062, 1105475154, 1105474529]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95300461,BING,"POLYGON ((34.4338274 62.9184181, 34.4338294 62.9183259, 34.4336699 62.9183252, 34.4336678 62.9184174, 34.4338274 62.9184181))",4,Нижняя улица,,,Медвежьегорск,,,,yes,"[1105474553, 1105475471, 1105474660, 1105475180, 1105474553]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
