element_type,osmid,addr:country,addr:district,addr:region,name,name:en,name:ru,place,source,wikidata,wikipedia,geometry,nodes,addr:postcode,landuse
way,50058789,RU,Спасский район,Рязанская область,Ярустово,,,hamlet,,,,"POLYGON ((40.1908823 54.5430889, 40.1936289 54.5421927, 40.2037569 54.5421927, 40.2058168 54.5437859, 40.202212 54.54518, 40.2047869 54.5468727, 40.1986071 54.5485654, 40.1963755 54.5497601, 40.1913973 54.5484658, 40.1908823 54.5461757, 40.1908823 54.5430889))","[635747457, 635747458, 635747459, 635747460, 635747461, 635747462, 635747463, 635747464, 635747465, 635747466, 635747457]",391082,residential
